"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Sponsors","Conference name","Conference date","Conference location","Conference code"
"Fremerey C.; Müller M.; Kurth F.; Clausen M.","Fremerey, Christian (23396821400); Müller, Meinard (7404689873); Kurth, Frank (56240850200); Clausen, Michael (56225233200)","23396821400; 7404689873; 56240850200; 56225233200","Automatic mapping of scanned sheet music to audio recordings","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","27","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76949101999&partnerID=40&md5=4db3e86a737d4fb1e4187a029442b9a2","Computer Science III, University of Bonn, Bonn, Germany; Max-Planck-Institut (MPI) for Informatics, Saarbrücken, Germany; Research Establishment for Applied Science (FGAN), Wachtberg, Germany","Fremerey C., Computer Science III, University of Bonn, Bonn, Germany; Müller M., Max-Planck-Institut (MPI) for Informatics, Saarbrücken, Germany; Kurth F., Research Establishment for Applied Science (FGAN), Wachtberg, Germany; Clausen M., Computer Science III, University of Bonn, Bonn, Germany","Significant digitization efforts have resulted in large multimodal music collections comprising visual (scanned sheet music) as well as acoustic material (audio recordings). In this paper, we present a novel procedure for mapping scanned pages of sheet music to a given collection of audio recordings by identifying musically corresponding audio clips. To this end, both the scanned images as well as the audio recordings are first transformed into a common feature representation using optical music recognition (OMR) and methods from digital signal processing, respectively. Based on this common representation, a direct comparison of the two different types of data is facilitated. This allows for a search of scan-based queries in the audio collection. We report on systematic experiments conducted on the corpus of Beethoven's piano sonatas showing that our mapping procedure works with high precision across the two types of music data in the case that there are no severe OMR errors. The proposed mapping procedure is relevant in a real-world application scenario at the Bavarian State Library for automatically identifying and annotating scanned sheet music by means of already available annotated audio material.","","Audio recordings; Information retrieval; Mapping; Signal processing; Systematic errors; Acoustic materials; Audio clips; Automatic mapping; Bavarians; Feature representation; High precision; Multi-modal; Music collection; Music data; Music recognition; Real-world application; Scanned images; Systematic experiment; Audio acoustics","","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Sordo M.; Celma O.; Blech M.; Guaus E.","Sordo, Mohamed (43462170300); Celma, Óscar (12804596800); Blech, Martín (35075689500); Guaus, Enric (6508320412)","43462170300; 12804596800; 35075689500; 6508320412","The quest for musical genres: Do the experts and the wisdom of crowds agree?","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","38","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155212713&partnerID=40&md5=685feb84a6d47c196a79b1945189ee3b","Music Technology Group, Universitat Pompeu Fabra, Spain","Sordo M., Music Technology Group, Universitat Pompeu Fabra, Spain; Celma O., Music Technology Group, Universitat Pompeu Fabra, Spain; Blech M., Music Technology Group, Universitat Pompeu Fabra, Spain; Guaus E., Music Technology Group, Universitat Pompeu Fabra, Spain","This paper presents some findings around musical genres. The main goal is to analyse whether there is any agreement between a group of experts and a community, when defining a set of genres and their relationships. For this purpose, three different experiments are conducted using two datasets: the MP3.com expert taxonomy, and last.fm tags at artist level. The experimental results show a clear agreement for some components of the taxonomy (Blues, HipHop), whilst in other cases (e.g. Rock) there is no correlations. Interestingly enough, the same results are found in the MIREX2007 results for audio genre classification task. Therefore, a multi-faceted approach for musical genre using expert based classifications, dynamic associations derived from the wisdom of crowds, and content-based analysis can improve genre classification, as well as other relevant MIR tasks such as music similarity or music recommendation.","","Information retrieval; Content-based analysis; Data sets; Genre classification; Last.fm; Multi-faceted approach; Music recommendation; Music similarity; Musical genre; Taxonomies","M. Sordo; Music Technology Group, Universitat Pompeu Fabra, Spain; email: msordo@iua.upf.edu","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Little D.; Pardo B.","Little, David (57197561056); Pardo, Bryan (10242155400)","57197561056; 10242155400","Learning musical instruments from mixtures of audio with weak labels","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","18","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873428417&partnerID=40&md5=1d6fb0c99ed5f06dab5106796fbb1d61","EECS Department, Northwestern University, Evanston, IL 60208, United States","Little D., EECS Department, Northwestern University, Evanston, IL 60208, United States; Pardo B., EECS Department, Northwestern University, Evanston, IL 60208, United States","We are interested in developing a system that learns to recognize individual sound sources in an auditory scene where multiple sources may be occurring simultaneously. We focus here on sound source recognition in music audio mixtures. Many researchers have made progress by using isolated training examples or very strongly labeled training data. We consider an alternative approach: the learner is presented with a variety of weaky-labeled mixtures. Positive examples include the target instrument at some point in a mixture of sounds, and negative examples are mixtures that do not contain the target. We show that it not only possible to learn from weakly-labeled mixtures of instruments, but that it works significantly better (78% correct labeling compared to 55%) than learning from isolated examples when the task is identification of an instrument in novel mixtures.","","Acoustic generators; Audio acoustics; Information retrieval; Alternative approach; Labeled training data; Multiple source; Negative examples; Positive examples; Sound source; Training example; Weak labels; Mixtures","D. Little; EECS Department, Northwestern University, Evanston, IL 60208, United States; email: d-little@northwestern.edu","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Pugin L.; Hockman J.; Burgoyne J.A.; Fujinaga I.","Pugin, Laurent (23009752900); Hockman, Jason (36730968100); Burgoyne, John Ashley (23007865600); Fujinaga, Ichiro (9038140900)","23009752900; 36730968100; 23007865600; 9038140900","Gamera versus aruspix two optical music recognition approaches","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","20","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954257763&partnerID=40&md5=998ed84568831a09e3736950c46d6a68","Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada","Pugin L., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; Hockman J., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; Burgoyne J.A., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; Fujinaga I., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada","Optical music recognition (OMR) applications are predominantly designed for common music notation and as such, are inherently incapable of adapting to specialized notation forms within early music. Two OMR systems, namely Gamut (a Gamera application) and Aruspix, have been proposed for early music. In this paper, we present a novel comparison of the two systems, which use markedly different approaches to solve the same problem, and pay close attention to the performance and learning rates of both applications. In order to obtain a complete comparison of Gamut and Aruspix, we evaluated the core recognition systems and the pitch determination processes separately. With our experiments, we were able to highlight the advantages of both approaches as well as causes of problems and possibilities for future improvements.","","Learning rates; Music notation; Music recognition; Recognition systems; Information retrieval","L. Pugin; Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; email: laurent@music.mcgill.ca","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Hu X.; Downie J.S.; Laurier C.; Bay M.; Ehmann A.F.","Hu, Xiao (55496358400); Downie, J. Stephen (7102932568); Laurier, Cyril (26031025000); Bay, Mert (56259607500); Ehmann, Andreas F. (8988651500)","55496358400; 7102932568; 26031025000; 56259607500; 8988651500","The 2007 mirex audio mood classification task: Lessons learned","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","135","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873433681&partnerID=40&md5=91b5862fb8cf0e2cd524eb281f0f0cd8","International Music Information Retrieval System Evaluation Laboratory, University of Illinois, Urbana-Champaign, United States; Music Technology Group, Universitat Pompeu Fabra, Spain","Hu X., International Music Information Retrieval System Evaluation Laboratory, University of Illinois, Urbana-Champaign, United States; Downie J.S., International Music Information Retrieval System Evaluation Laboratory, University of Illinois, Urbana-Champaign, United States; Laurier C., Music Technology Group, Universitat Pompeu Fabra, Spain; Bay M., International Music Information Retrieval System Evaluation Laboratory, University of Illinois, Urbana-Champaign, United States; Ehmann A.F., International Music Information Retrieval System Evaluation Laboratory, University of Illinois, Urbana-Champaign, United States","Recent music information retrieval (MIR) research pays increasing attention to music classification based on moods expressed by music pieces. The first Audio Mood Classification (AMC) evaluation task was held in the 2007 running of the Music Information Retrieval Evaluation eXchange (MIREX). This paper describes important issues in setting up the task, including dataset construction and ground-truth labeling, and analyzes human assessments on the audio dataset, as well as system performances from various angles. Interesting findings include system performance differences with regard to mood clusters and the levels of agreement amongst human judgments regarding mood labeling. Based on these analyses, we summarize experiences learned from the first community scale evaluation of the AMC task and propose recommendations for future AMC and similar evaluation tasks.","","Insecticides; Classification tasks; Data sets; Human assessment; Human judgments; Music classification; Music information retrieval; Information retrieval","X. Hu; International Music Information Retrieval System Evaluation Laboratory, University of Illinois, Urbana-Champaign, United States; email: xiaohu@uiuc.edu","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Skalak M.; Han J.; Pardo B.","Skalak, Michael (55582540700); Han, Jinyu (55938782100); Pardo, Bryan (10242155400)","55582540700; 55938782100; 10242155400","Speeding melody search with vantage point trees","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958197457&partnerID=40&md5=297de878f9f4ad8b47853a2e31e5296e","Electrical Engineering and Computer Science, Ford Engineering Design Center, Northwestern University, Evanston, IL 60208, 2133 Sheridan Road, United States","Skalak M., Electrical Engineering and Computer Science, Ford Engineering Design Center, Northwestern University, Evanston, IL 60208, 2133 Sheridan Road, United States; Han J., Electrical Engineering and Computer Science, Ford Engineering Design Center, Northwestern University, Evanston, IL 60208, 2133 Sheridan Road, United States; Pardo B., Electrical Engineering and Computer Science, Ford Engineering Design Center, Northwestern University, Evanston, IL 60208, 2133 Sheridan Road, United States","Melodic search engines let people find music in online collections by specifying the desired melody. Comparing the query melody to every item in a large database is prohibitively slow. If melodies can be placed in a metric space, search can be sped by comparing the query to a limited number of vantage melodies, rather than the entire database. We describe a simple melody metric that is customizable using a small number of example queries. This metric allows use of a generalized vantage point tree to organize the database. We show on a standard melodic database that the general vantage tree approach achieves superior search results for query-by-humming compared to an existing vantage point tree method. We then show this method can be used as a preprocessor to speed search for non-metric melodic comparison.","","Database systems; Forestry; Information retrieval; Query processing; Search engines; Customizable; Large database; Metric spaces; Online collection; Search results; Vantage-point trees; Trees (mathematics)","M. Skalak; Electrical Engineering and Computer Science, Ford Engineering Design Center, Northwestern University, Evanston, IL 60208, 2133 Sheridan Road, United States; email: mskalak13@gmail.com","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Cunningham S.J.; Zhang Y.","Cunningham, Sally Jo (7201937110); Zhang, Yiwen (55583701100)","7201937110; 55583701100","Development of a music organizer for children","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873469614&partnerID=40&md5=deb42e772d1000ca1ee5e8bedf123c4b","Dept. of Computer Science, University of Waikato, Hamilton, New Zealand","Cunningham S.J., Dept. of Computer Science, University of Waikato, Hamilton, New Zealand; Zhang Y., Dept. of Computer Science, University of Waikato, Hamilton, New Zealand","Software development for children is challenging; children have their own needs, which often are not met by 'grown up' software. We focus on software for playing songs and managing a music collection - tasks that children take great interest in, but for which they have few or inappropriate tools. We address this situation with the design of a new music management system, created with children as design partners: the Kids Music Box.","","Software engineering; Management systems; Music boxes; Music collection; Information retrieval","S.J. Cunningham; Dept. of Computer Science, University of Waikato, Hamilton, New Zealand; email: sallyjo@cs.waikato.ac.nz","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Ogihara M.; Li T.","Ogihara, Mitsunori (54420747900); Li, Tao (55553727585)","54420747900; 55553727585","N-gram chord profiles for composer style representation","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","24","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873416168&partnerID=40&md5=a9a14642a8f4356d684131099872d14e","Department of Computer Science, University of Miami, United States; School of Computer Science, Florida International University, United States","Ogihara M., Department of Computer Science, University of Miami, United States; Li T., School of Computer Science, Florida International University, United States","This paper studies the problem of using weighted N-grams of chord sequences to construct the profile of a composer. The N-gram profile of a chord sequence is the collection of all N-grams appearing in a sequence where each N-gram is given a weight proportional to its beat count. The N-gram profile of a collection of chord sequences is the simple average of the N-gram profile of all the chord sequences in the collection. Similarity of two composers is measured by the cosine of their respective profiles, which has a value in the range [0, 1]. Using the cosine-based similarity, a group of composers is clustered into a hierarchy, which appears to be explicable. Also, the composition style can be identified using N-gram signatures.","","Chord sequence; N-grams; Information retrieval","M. Ogihara; Department of Computer Science, University of Miami, United States; email: ogihara@cs.miami.edu","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Hashida M.; Matsui T.; Katayose H.","Hashida, Mitsuyo (18934839900); Matsui, Toshie (53878021100); Katayose, Haruhiro (8341539100)","18934839900; 53878021100; 8341539100","A new music database describing deviation information of performance expressions","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","24","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873455062&partnerID=40&md5=90b597877cd25d78ae00ad383e67339f","Research Center for Human and Media, Kwansei Gakuin University, CrestMuse Project, JST, Japan","Hashida M., Research Center for Human and Media, Kwansei Gakuin University, CrestMuse Project, JST, Japan; Matsui T., Research Center for Human and Media, Kwansei Gakuin University, CrestMuse Project, JST, Japan; Katayose H., Research Center for Human and Media, Kwansei Gakuin University, CrestMuse Project, JST, Japan","We introduce the CrestMuse Performance Expression Database (CrestMusePEDB), a music database that describes music performance expression and is available for academic research. While music databases are being provided as MIR technologies continue to progress, few databases deal with performance expression. We constructed a music expression database, CrestMusePEDB. It may be utilized in the research fields of music informatics, music perception and cognition, and musicology. It will contain music expression information on virtuosis' expressive performances, including those of 3 to 10 players at a time, on about 100 pieces of classical Western music. The latest version of the database, CrestMusePEDB Ver. 2.0, is available. The paper gives an overview of CrestMusePEDB.","","Information retrieval; Academic research; Informatics; Music database; Music perception; Music performance; Research fields; Database systems","M. Hashida; Research Center for Human and Media, Kwansei Gakuin University, CrestMuse Project, JST, Japan; email: hashida@kwansei.ac.jp","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Mandel M.I.; Ellis D.P.W.","Mandel, Michael I. (14060460000); Ellis, Daniel P.W. (13609089200)","14060460000; 13609089200","Multiple-instance learning for music information retrieval","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","73","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873473825&partnerID=40&md5=c12cb3c41f747ef556bbee2b5fe37a74","LabROSA, Dept. Elec. Eng., Columbia University, New York, NY, United States","Mandel M.I., LabROSA, Dept. Elec. Eng., Columbia University, New York, NY, United States; Ellis D.P.W., LabROSA, Dept. Elec. Eng., Columbia University, New York, NY, United States","Multiple-instance learning algorithms train classifiers from lightly supervised data, i.e. labeled collections of items, rather than labeled items. We compare the multiple-instance learners mi-SVM and MILES on the task of classifying 10-second song clips. These classifiers are trained on tags at the track, album, and artist levels, or granularities, that have been derived from tags at the clip granularity, allowing us to test the effectiveness of the learners at recovering the clip labeling in the training set and predicting the clip labeling for a held-out test set. We find that mi-SVM is better than a control at the recovery task on training clips, with an average classification accuracy as high as 87% over 43 tags; on test clips, it is comparable to the control with an average classification accuracy of up to 68%. MILES performed adequately on the recovery task, but poorly on the test clips.","","Classification (of information); Learning algorithms; Recovery; Classification accuracy; Multiple-instance learning; Music information retrieval; Test sets; Training sets; Information retrieval","M.I. Mandel; LabROSA, Dept. Elec. Eng., Columbia University, New York, NY, United States; email: mim@ee.columbia.edu","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Symeonidis P.; Ruxanda M.; Nanopoulos A.; Manolopoulos Y.","Symeonidis, Panagiotis (13006105800); Ruxanda, Maria (25423092800); Nanopoulos, Alexandros (6603555418); Manolopoulos, Yannis (54397260800)","13006105800; 25423092800; 6603555418; 54397260800","Ternary semantic analysis of social tags for personalized music recommendation","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","60","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956776436&partnerID=40&md5=10a8a979e95a953ed77e2796f9dd53ce","Department of Informatics, Aristotle Univ. of Thessaloniki, Greece; Department of Computer Science, Aalborg University, Denmark","Symeonidis P., Department of Informatics, Aristotle Univ. of Thessaloniki, Greece; Ruxanda M., Department of Computer Science, Aalborg University, Denmark; Nanopoulos A., Department of Informatics, Aristotle Univ. of Thessaloniki, Greece; Manolopoulos Y., Department of Informatics, Aristotle Univ. of Thessaloniki, Greece","Social tagging is the process by which many users add metadata in the form of keywords, to annotate information items. In case of music, the annotated items can be songs, artists, albums. Current music recommenders which employ social tagging to improve the music recommendation, fail to always provide appropriate item recommendations, because: (i) users may have different interests for a musical item, and (ii) musical items may have multiple facets. In this paper, we propose an approach that tackles the problem of the multimodal use of music. We develop a unified framework, represented by a 3-order tensor, to model altogether users, tags, and items. Then, we recommend musical items according to users multimodal perception of music, by performing latent semantic analysis and dimensionality reduction using the Higher Order Singular Value Decomposition technique. We experimentally evaluate the proposed method against two state-of-the-art recommendations algorithms using real Last.fm data. Our results show significant improvements in terms of effectiveness measured through recall/precision.","","Information retrieval; Metadata; Dimensionality reduction; Higher order singular value decomposition; Information items; Last.fm; Latent Semantic Analysis; Multi-modal; Multimodal perception; Music recommendation; Semantic analysis; Social tagging; Unified framework; Semantics","","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Burgoyne J.A.; Devaney J.; Pugin L.; Fujinaga I.","Burgoyne, John Ashley (23007865600); Devaney, Johanna (35766484200); Pugin, Laurent (23009752900); Fujinaga, Ichiro (9038140900)","23007865600; 35766484200; 23009752900; 9038140900","Enhanced bleedthrough correction for early music documents with recto-verso registration","2008","ISMIR 2008 - 9th International Conference on Music Information Retrieval","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71249093284&partnerID=40&md5=27ef79d92140b68fec21a56dd3303bd7","Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada","Burgoyne J.A., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; Devaney J., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; Pugin L., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; Fujinaga I., Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada","Ink bleedthrough is common problem in early music documents. Even when such bleedthrough does not pose problems for human perception, it can inhibit the performance of optical music recognition (OMR). One way to reduce the amount of bleedthrough is to take into account what is printed on the reverse of the page. In order to do so, the reverse of the page must be registered to match the front of the page on a pixel-by-pixel basis. This paper describes our approach to registering scanned early music scores as well as our modifications to two robust binarization approaches to take into account bleedthrough and the information available from the registration process. We determined that although the information from registration itself often makes little difference in recognition performance, other modifications to binarization algorithms for correcting bleedthrough can yield dramatic increases in OMR results.","","Information retrieval; Binarization algorithm; Binarizations; Human perception; Music recognition; Recognition performance; Registration process; Pixels","J.A. Burgoyne; Centre for Interdisciplinary Research in Music and Media Technology, Schulich School of Music, McGill University, Montréal (QC), Canada; email: ashley@music.mcgill.ca","","9th International Conference on Music Information Retrieval, ISMIR 2008","14 September 2008 through 18 September 2008","Philadelphia, PA","95394"
"Tindale A.R.; Sprague D.; Tzanetakis G.","Tindale, Adam R. (14058891800); Sprague, David (22958713400); Tzanetakis, George (6602262192)","14058891800; 22958713400; 6602262192","Strike-a-tune: Fuzzy music navigation using a drum interface","2007","Proceedings of the 8th International Conference on Music Information Retrieval, ISMIR 2007","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873601019&partnerID=40&md5=eb6553a79e79fcb4e0ce57b1af81a6a1","Department of Computer Science, University of Victoria, Canada","Tindale A.R., Department of Computer Science, University of Victoria, Canada; Sprague D., Department of Computer Science, University of Victoria, Canada; Tzanetakis G., Department of Computer Science, University of Victoria, Canada","A traditional music library system controlled by a mouse and keyboard is precise, allowing users to select their desired song. Alternatively, randomized playlist or shuffles are used when users have no particular music in mind. We present a new interface and visualization system called Strike- A-Tune for fuzzy music navigation. Fuzzy navigation is an imprecise navigation approach allowing users to choose preference related items. We believe this will help users to play music they want to hear and re-discover infrequently played songs in their music library, thus combining the best aspects of precision navigation and shuffles. We have designed an interface using an electronic drum to communicate with a visualization and playback system. ©2007 Austrian Computer Society (OCG).","","Electronic musical instruments; Information retrieval; Visualization; Imprecise navigations; Music library; Precision navigation; Visualization system; Navigation","A.R. Tindale; Department of Computer Science, University of Victoria, Canada; email: art@csc.uvic.ca","","8th International Conference on Music Information Retrieval, ISMIR 2007","23 September 2007 through 27 September 2007","Vienna","95393"
"Burred J.J.; Sikora T.","Burred, Juan Jośe (16201737900); Sikora, Thomas (36777640600)","16201737900; 36777640600","Monaural source separation from musical mixtures based on time-frequency timbre models","2007","Proceedings of the 8th International Conference on Music Information Retrieval, ISMIR 2007","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957855900&partnerID=40&md5=8c6bb8d3d1802617d4dfb24093071fbe","Communication Systems Group, Technical University of Berlin, Germany","Burred J.J., Communication Systems Group, Technical University of Berlin, Germany; Sikora T., Communication Systems Group, Technical University of Berlin, Germany","We present a system for source separation from monaural musical mixtures based on sinusoidal modeling and on a library of timbre models trained a priori. The models, which rely on Principal Component Analysis, serve as time-frequency probabilistic templates of the spectral envelope. They are used to match groups of sinusoidal tracks and assign them to a source, as well as to reconstruct overlapping partials. The proposed method does not make any assumptions on the harmonicity of the sources, and does not require a previous multipitch estimation stage. Since the timbre matching stage detects the instruments present on the mixture, the system can also be used for classification and segmentation. ©2007 Austrian Computer Society (OCG).","","Information retrieval; Principal component analysis; Harmonicity; Multi-pitch estimations; Sinusoidal modeling; Spectral envelopes; Time frequency; Mixtures","J.J. Burred; Communication Systems Group, Technical University of Berlin, Germany; email: burred@nue.tu-berlin.de","","8th International Conference on Music Information Retrieval, ISMIR 2007","23 September 2007 through 27 September 2007","Vienna","95393"
"Mardirossian A.; Chew E.","Mardirossian, Arpi (15769566400); Chew, Elaine (8706714000)","15769566400; 8706714000","Visualizing music: Tonal progressions and distributions","2007","Proceedings of the 8th International Conference on Music Information Retrieval, ISMIR 2007","29","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867912258&partnerID=40&md5=73507de2963ef3960f6f22508baf5809","Epstein Department of Industrial and Systems Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA 90089, United States","Mardirossian A., Epstein Department of Industrial and Systems Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA 90089, United States; Chew E., Epstein Department of Industrial and Systems Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA 90089, United States","This paper presents a music visualization tool that shows the tonal progression in, and tonal distribution of, a piece of music on Lerdahl's two-dimensional tonal pitch space. The method segments a piece into uniform time slices, and determines the most likely key in each slice. It then generates the visualization by dynamically showing the sequence of keys as translucent, growing discs on the twodimensional plane. The frequency of a key is indicated by the size of its colored disc. Each color and position corresponds to a key, and related keys are shown in proximity with related colors. The visual result effectively presents the changing distribution of the keys employed. The proposed visualization is an improvement over more basic charting methods, such as histograms, and it maintains standards of information design in the form of added dimensionality, color, and animation. We show that the visualization is invariant under music transformations that preserve the piece's identity. We conclude by illustrating how this method may be used to visually distinguish between tonal progression and distribution patterns in western classical versus Armenian folk music. ©2007 Austrian Computer Society (OCG).","","Animation; Color; Information retrieval; Changing distributions; Distribution patterns; Information design; Most likely; Music visualization; Related keys; Time slice; Tonal progression; Two-dimensional planes; Visualization","","","8th International Conference on Music Information Retrieval, ISMIR 2007","23 September 2007 through 27 September 2007","Vienna","95393"
"Bello J.P.","Bello, Juan Pablo (7102889110)","7102889110","Audio-based cover song retrieval using approximate chord sequences: Testing shifts, gaps, swaps and beats","2007","Proceedings of the 8th International Conference on Music Information Retrieval, ISMIR 2007","56","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873605856&partnerID=40&md5=e8b7dd8c88a88d64eb8ed1622399d57f","New York University, Music Technology, United States","Bello J.P., New York University, Music Technology, United States","This paper presents a variation on the theme of using string alignment for MIR in the context of cover song identification in audio collections. Here, the strings are derived from audio by means of HMM-based chord estimation. The characteristics of the cover-song ID problem and the nature of common chord estimation errors are carefully considered. As a result strategies are proposed and systematically evaluated for key shifting, the cost of gap insertions and character swaps in string alignment, and the use of a beat-synchronous feature set. Results support the view that string alignment, as a mechanism for audiobased retrieval, cannot be oblivious to the problems of robustly estimating musically-meaningful data from audio. ©2007 Austrian Computer Society (OCG).","","Estimation; Information retrieval; Audio-based; Chord sequence; Cover song identifications; Cover songs; Estimation errors; Feature sets; HMM-based; String alignment; Alignment","J.P. Bello; New York University, Music Technology, United States; email: jpbello@nyu.edu","","8th International Conference on Music Information Retrieval, ISMIR 2007","23 September 2007 through 27 September 2007","Vienna","95393"
"Mesaros A.; Virtanen T.; Klapuri A.","Mesaros, Annamaria (14632356500); Virtanen, Tuomas (35504028500); Klapuri, Anssi (6602945099)","14632356500; 35504028500; 6602945099","Singer identification in polyphonic music using vocal separation and pattern recognition methods","2007","Proceedings of the 8th International Conference on Music Information Retrieval, ISMIR 2007","75","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873582138&partnerID=40&md5=bac17055638184a80b9a5bd4ebbdaa8c","Institute of Signal Processing, Tampere University Technology, Finland","Mesaros A., Institute of Signal Processing, Tampere University Technology, Finland; Virtanen T., Institute of Signal Processing, Tampere University Technology, Finland; Klapuri A., Institute of Signal Processing, Tampere University Technology, Finland","This paper evaluates methods for singer identification in polyphonic music, based on pattern classification together with an algorithm for vocal separation. Classification strategies include the discriminant functions, Gaussian mixture model (GMM)-based maximum likelihood classifier and nearest neighbour classifiers using Kullback-Leibler divergence between the GMMs. A novel method of estimating the symmetric Kullback-Leibler distance between two GMMs is proposed. Two different approaches to singer identification were studied: one where the acoustic features were extracted directly from the polyphonic signal and one where the vocal line was first separated from the mixture using a predominant melody transcription system. The methods are evaluated using a database of songs where the level difference between the singing and the accompaniment varies. It was found that vocal line separation enables robust singer identification down to 0dB and -5dB singer-to- accompaniment ratios. ©2007 Austrian Computer Society (OCG).","","Information retrieval; Pattern recognition; Separation; Acoustic features; Discriminant functions; Gaussian Mixture Model; Kullback Leibler divergence; Kullback-Leibler distance; Level difference; Maximum likelihood classifiers; Nearest-neighbour classifier; Pattern recognition method; Polyphonic music; Polyphonic signals; Computer music","","","8th International Conference on Music Information Retrieval, ISMIR 2007","23 September 2007 through 27 September 2007","Vienna","95393"
