,Authors,Titles,Year,Link,Authors with affiliations,Author Keywords
101,Polina Proutskova;Anja Volk;Peyman Heidarian;Gyorgy Fazekas,From Music Ontology Towards Ethno-Music-Ontology,2020,https://program.ismir2020.net/poster_6-20.html,"Polina Proutskova, Center for Digital Music, Queen Mary University of London, UK; Anja Volk, Department of Information and Computing Sciences, Utrecht University, The Netherlands; Peyman Heidarian, Department of COmputer Science, University of Waikato, New Zealand; Gyorgy Fazekas, Center for Digital Music, Queen Mary University of London, UK","MIR fundamentals and methodology,Metadata, tags, linked data, and semantic web,Applications,Digital libraries and archives,Domain knowledge,Representations of music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Philosophical and ethical discussions,Philosophical and methodological foundations"
102,Andrea Vaglio;Romain Hennequin;Manuel Moussallam;Gael Richard;Florence d’Alché-Buc,Multilingual Lyrics-to-audio Alignment,2020,https://program.ismir2020.net/poster_4-06.html,"Andrea Vaglio, Deezer R&D; Romain Hennequin, Deezer R&D; Manuel Moussallam, LTCI, Télécom Paris, Institut Polytechnique de Paris, France; Gael Richard, LTCI, Télécom Paris, Institut Polytechnique de Paris, France; Florence d’Alché-Buc, LTCI, Télécom Paris, Institut Polytechnique de Paris, France","MIR tasks,Alignment, synchronization, and score following"
103,Florian Henkel;Rainer Kelz;Gerhard Widmer,Learning to Read and Follow Music in Complete Score Sheet Images,2020,https://program.ismir2020.net/poster_6-02.html,"Florian Henkel, Institute of Computational Perception, Johannes Kepler University Linz, Austria; Rainer Kelz, Austrian Research Institute for Artificial Intelligence (OFAI), Vienna, Austria; Gerhard Widmer, Institute of Computational Perception, Johannes Kepler University Linz, Austria","MIR tasks,Alignment, synchronization, and score following,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Multimodality"
104,Bas Cornelissen;Willem Zuidema;John Ashley Burgoyne,Mode Classification and Natural Units in Plainchant,2020,https://program.ismir2020.net/poster_6-13.html,"Bas Cornelissen, Institute for Logic, Language and Computation, University of Amsterdam, The Netherlands; Willem Zuidema, Institute for Logic, Language and Computation, University of Amsterdam, The Netherlands; John Ashley Burgoyne, Institute for Logic, Language and Computation, University of Amsterdam, The Netherlands","Musical features and properties,Melody and motives,Domain knowledge,Computational music theory and musicology,Harmony, chords, and tonality,Structure, segmentation, and form"
105,Antonio R. Parmezan;Diego Furtado Silva;Gustavo Batista,A Combination of Local Approaches for Hierarchical Music Genre Classification,2020,https://program.ismir2020.net/poster_5-15.html,"Antonio R. Parmezan, Instituto de Ciencias Matemáticas e de Computacao, Universidade de Sao Paulo, Brazil; Diego Furtado Silva, Departamento de Computacao, Universidade Federal de Sao Carlos, Brazil; Gustavo Batista, School of Computer Science and Engineering, University of New South Wales, Australia","MIR tasks,Automatic classification,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Music signal processing,Musical features and properties,Musical style and genre"
106,Ioannis Petros Samiotis;Sihang Qiu;Andrea Mauri;Cynthia C. S. Liem;Christoph Lofi;Alessandro  Bozzon,Microtask Crowdsourcing for Music Score Transcriptions: an Experiment with Error Detection,2020,https://program.ismir2020.net/poster_6-17.html,"Ioannis Petros Samiotis, Delft University of Technology, The Netherlands; Sihang Qiu, Delft University of Technology, The Netherlands; Andrea Mauri, Delft University of Technology, The Netherlands; Cynthia C. S. Liem, Delft University of Technology, The Netherlands; Christoph Lofi, Delft University of Technology, The Netherlands; Alessandro  Bozzon, Delft University of Technology, The Netherlands","Domain knowledge,Representations of music,Evaluation, datasets, and reproducibility,Annotation protocols,Human-centered MIR,Human-computer interaction and interfaces,MIR fundamentals and methodology,Multimodality,MIR tasks,Music transcription and annotation,Optical Music Recognition (OMR)"
107,Keitaro Tanaka;Takayuki Nakatsuka;Ryo Nishikimi;Kazuyoshi Yoshii;Shigeo Morishima,Multi-instrument Music Transcription Based on Deep Spherical Clustering of Spectrograms and Pitchgrams,2020,https://program.ismir2020.net/poster_3-01.html,"Keitaro Tanaka, Waseda University, Japan; Takayuki Nakatsuka, Waseda University, Japan; Ryo Nishikimi, Kyoto University, Japan; Kazuyoshi Yoshii, Kyoto University, Japan; Shigeo Morishima, Waseda Research Institute for Science and Engineering, Japan","MIR tasks,Music transcription and annotation"
108,Yunpeng Li;Marco Tagliasacchi;Beat Gfeller;Dominik Roblek,Learning to Denoise Historical Music,2020,https://program.ismir2020.net/poster_4-05.html,"Yunpeng Li, Google; Marco Tagliasacchi, Google; Beat Gfeller, Google; Dominik Roblek, Google","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Digital libraries and archives,MIR fundamentals and methodology,Music signal processing,MIR tasks,Music synthesis and transformation"
109,Yuchen Yuan;Sho Oishi;Charles Cronin;Daniel Müllensiefen;Quentin Atkinson;Shinya Fujii;Patrick E. Savage,Perceptual Vs. Automated Judgements of Music Copyright Infringement,2020,https://program.ismir2020.net/poster_1-02.html,"Yuchen Yuan, Keio University, Japan; Sho Oishi, Keio University, Japan; Charles Cronin, George Washington University Law School, USA; Daniel Müllensiefen, Goldsmiths University of London, UK; Quentin Atkinson, University of Aucklanck, New Zealand; Shinya Fujii, Keio University, Japan; Patrick E. Savage, Keio University, Japan","Domain knowledge,Cognitive MIR,Applications,Business and marketing,MIR tasks,Similarity metrics,Musical features and properties,Melody and motives,Philosophical and ethical discussions,Legal and societal aspects of MIR"
110,Fred Bruford;Olivier Lartillot;SKoT McDonald;Mark B. Sandler,Multidimensional Similarity Modelling of Complex Drum Loops Using the GrooveToolbox,2020,https://program.ismir2020.net/poster_2-13.html,"Fred Bruford, Centre for Digital Music, Queen Mary University, UK; Olivier Lartillot, RITMO Centre for Interdisciplinary Studies in Rhythm, Time and Motion, University of Oslo, Norway; SKoT McDonald, inMusic Brands inc, USA; Mark B. Sandler, Centre for Digital Music, Queen Mary University, UK","Musical features and properties,Rhythm, beat, tempo,Applications,Music retrieval systems,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Human-centered MIR,Personalization,MIR fundamentals and methodology,Symbolic music processing,MIR tasks,Similarity metrics"
111,Hao-Wen Dong;Ke Chen;Julian McAuley;Taylor Berg-Kirkpatrick,Muspy: a Toolkit for Symbolic Music Generation,2020,https://program.ismir2020.net/poster_1-12.html,"Hao-Wen Dong, University of California San Diego, USA; Ke Chen, University of California San Diego, USA; Julian McAuley, University of California San Diego, USA; Taylor Berg-Kirkpatrick, University of California San Diego, USA","MIR fundamentals and methodology,Symbolic music processing,Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,Evaluation, datasets, and reproducibility,Evaluation metrics,Reproducibility"
112,Brian Manolovitz;Mitsunori Ogihara,Practical Evaluation of Repeated Recommendations in Personalized Music Discovery,2020,https://program.ismir2020.net/poster_5-01.html,"Brian Manolovitz, University of Miami, USA; Mitsunori Ogihara, University of Miami, USA","Human-centered MIR,User-centered evaluation,Applications,Music recommendation and playlist generation,Personalization,User behavior analysis and mining, user modeling"
113,Andrew McLeod;James Owers;Kazuyoshi Yoshii,The MIDI Degradation Toolkit: Symbolic Music Augmentation and Correction,2020,https://program.ismir2020.net/poster_6-10.html,"Andrew McLeod, EPFL, Switzerland; James Owers, University of Edinburgh; Kazuyoshi Yoshii, Kyoto University, Japan","Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR fundamentals and methodology,Symbolic music processing,MIR tasks,Music transcription and annotation"
114,Robert Lieck;Martin Rohrmeier,Modelling Hierarchical Key Structure with Pitch Scapes,2020,https://program.ismir2020.net/poster_6-06.html,"Robert Lieck, Digital and Cognitive Musicology Lab, EPFL, Switzerland; Martin Rohrmeier, Digital and Cognitive Musicology Lab, EPFL, Switzerland","Domain knowledge,Machine learning/Artificial intelligence for music,Computational music theory and musicology,Representations of music,MIR tasks,Automatic classification,Musical features and properties,Harmony, chords, and tonality,Structure, segmentation, and form"
