Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
7,Maarten Grachten;Markus Schedl;Tim Pohle;Gerhard Widmer,The ISMIR Cloud: A Decade of ISMIR Conferences at Your Fingertips.,2009,https://doi.org/10.5281/zenodo.1416434,Maarten Grachten+Johannes Kepler University>LIE>education;Markus Schedl+Johannes Kepler University>LIE>education;Tim Pohle+Johannes Kepler University>LIE>education;Gerhard Widmer+Johannes Kepler University>LIE>education,"In this paper, we analyze the proceedings of the past International Symposia on Music Information Retrieval (ISMIR). We extract meaningful term sets from the accepted submissions and apply term weighting and Web-based filtering techniques to distill information about the topics covered by the papers. This enables us to visualize and interpret the change of hot ISMIR topics in the course of time. Furthermore, the performed analysis allows for assessing the cumulative ISMIR proceedings by semantic content (rather than by literal text search). To illustrate this, we introduce two prototype applications that are publicly accessible online. The first allows the user to search for ISMIR publications by selecting subsets of ISMIR topics. The second provides interactive visual access to the joint content of ISMIR publications in the form of a tag cloud – the ISMIR Cloud.",LIE,education,Unknown,"[21.422865, 44.599224]","[33.315716, -5.228397]","[31.294708, -5.9967937, 11.1784115]","[11.944482, -2.7705452, 14.147548]","[13.373053, 6.7706666]","[5.8375645, 1.9663725]","[13.877093, 14.680896, 0.7008352]","[5.4708104, 2.1127193, -0.6814983]"
8,Meinard Müller;Verena Konz;Andi Scharfstein;Sebastian Ewert;Michael Clausen,Towards Automated Extraction of Tempo Parameters from Expressive Music Recordings.,2009,https://doi.org/10.5281/zenodo.1416024,Meinard Müller+Saarland University>DEU>education;Verena Konz+Saarland University>DEU>education;Andi Scharfstein+Saarland University>DEU>education;Sebastian Ewert+Bonn University>DEU>education;Michael Clausen+Bonn University>DEU>education,"A performance of a piece of music heavily depends on the musician’s or conductor’s individual vision and personal interpretation of the given musical score. As basis for the analysis of artistic idiosyncrasies, one requires accurate annotations that reveal the exact timing and intensity of the various note events occurring in the performances. In the case of audio recordings, this annotation is often done manually, which is prohibitive in view of large music collections. In this paper, we present a fully automatic approach for extracting temporal information from a music recording using score-audio synchronization techniques. This information is given in the form of a tempo curve that reveals the relative tempo difference between an actual performance and some reference representation of the underlying musical piece. As shown by our experiments on harmony-based Western music, our approach allows for capturing the overall tempo flow and for certain classes of music even finer expressive tempo nuances.",DEU,education,Developed economies,"[-50.3216, -5.372822]","[-11.065756, -22.910107]","[1.1469095, -27.476595, -1.4048761]","[-4.8407454, -13.340291, -4.4632554]","[9.713067, 5.187628]","[10.620234, 1.2259827]","[12.402546, 11.789802, 0.86615247]","[9.60484, 2.7411017, 1.1815276]"
9,Matija Marolt,Probabilistic Segmentation and Labeling of Ethnomusicological Field Recordings.,2009,https://doi.org/10.5281/zenodo.1415532,Matija Marolt+University of Ljubljana>SVN>education,"The paper presents a method for segmentation and labeling of ethnomusicological field recordings. Field recordings are integral documents of folk music performances and typically contain interviews with performers intertwined with actual performances. As these are live recordings of amateur folk musicians, they may contain interruptions, false starts, environmental noises or other interfering factors. Our goal was to design a robust algorithm that would approximate manual segmentation of field recordings. First, short audio fragments are classified into one of the following categories: speech, solo singing, choir singing, instrumental or bell chiming performance. Then, a set of candidate segment boundaries is obtained by observing how the energy of the signal and its content change, and finally the recording is segmented with a probabilistic model that maximizes the posterior probability of segments given a set of candidate segment boundaries with their probabilities and prior knowledge of lengths of segments belonging to different categories. Evaluation of the algorithm on a set of field recordings from the Ethnomuse archive is presented.",SVN,education,Developed economies,"[24.531462, 4.5041313]","[-5.6319895, -21.392519]","[18.966095, 6.2812395, 24.670086]","[-2.2141566, 0.5013733, -3.6710095]","[13.695305, 8.463715]","[9.50906, 3.2984126]","[11.820939, 15.872029, 1.4053937]","[7.958226, 4.0450892, -0.88707495]"
10,Thibault Langlois;Gonçalo Marques,A Music Classification Method based on Timbral Features.,2009,https://doi.org/10.5281/zenodo.1417863,Thibault Langlois+Faculdade de Ciências da Universidade de Lisboa>PRT>education;Gonçalo Marques+Instituto Superior de Engenharia de Lisboa>PRT>education,"This paper describes a method for music classification based solely on the audio contents of the music signal. More specifically, the audio signal is converted into a compact symbolic representation that retains timbral characteristics and accounts for the temporal structure of a music piece. Models that capture the temporal dependencies observed in the symbolic sequences of a set of music pieces are built using a statistical language modeling approach. The proposed method is evaluated on two classification tasks (Music Genre classification and Artist Identification) using publicly available datasets. Finally, a distance measure between music pieces is derived from the method and examples of playlists generated using this distance are given. The proposed method is compared with two alternative approaches which include the use of Hidden Markov Models and a classification scheme that ignores the temporal structure of the sequences of symbols. In both cases the proposed approach outperforms the alternatives.",PRT,education,Developed economies,"[27.821922, -12.9269705]","[-6.231707, 7.711036]","[-4.8758693, 19.216671, 4.4435635]","[4.808076, 5.8317842, -7.456909]","[11.702495, 11.135629]","[8.166923, 3.6223788]","[11.69198, 14.475834, 2.8968098]","[7.717725, 4.2203045, -0.2320565]"
11,Frieder Stolzenburg,A Periodicity-based Theory for Harmony Perception and Scales.,2009,https://doi.org/10.5281/zenodo.1414904,Frieder Stolzenburg+Hochschule Harz>DEU>education,"Empirical results demonstrate, that human subjects rate harmonies, e.g. major and minor triads, differently with respect to their sonority. These judgements of listeners have a strong psychophysical basis. Therefore, harmony perception often is explained by the notions of dissonance and tension, computing the consonance of one or two intervals. In this paper, a theory on harmony perception based on the notion of periodicity is introduced. Mathematically, periodicity is derivable from the frequency ratios of the tones in the chord with respect to its lowest tone. The used ratios can be computed by continued fraction expansion and are psychophysically motivated by the just noticeable differences in pitch perception. The theoretical results presented here correlate well to experimental results and also explain the origin of complex chords and common musical scales.",DEU,education,Developed economies,"[-39.951653, 2.2392812]","[-8.579802, -9.05961]","[-30.895521, 14.401947, 3.9647083]","[-13.702199, 15.024479, 4.5090137]","[8.481087, 9.718689]","[11.100808, 3.2221982]","[9.657112, 14.0313225, 1.6296239]","[8.413205, 3.1883886, -1.6094087]"
12,Yoshiyuki Kobayashi,Automatic Generation of Musical Instrument Detector by Using Evolutionary Learning Method.,2009,https://doi.org/10.5281/zenodo.1417233,Yoshiyuki Kobayashi+SONY Corporation>JPN>company,"This paper presents a novel way of generating information extractors that obtain high-level information from recorded music such as the presence of a certain musical instrument. Our information extractor is comprised of a feature set and a discrimination or regression formula. We introduce a scheme to generate the entire information extractor given only a large amount of labeled dataset. For example, data could be waveform, and label could be the presence of musical instruments in them. We propose a very flexible description of features that allows various kinds of data other than waveform. Our proposal also includes a modified evolutionary learning method to optimize the feature set. We applied our scheme to automatically generate musical instrument detectors for mixed-down music in stereo. The experiment showed that our scheme could find a suitable set of features for the objective and could generate good detectors.",JPN,company,Developed economies,"[-24.390894, -23.055517]","[-3.2790751, 11.08739]","[-8.212517, -6.381993, 14.538666]","[4.6879587, 10.68305, -8.600189]","[8.128368, 7.7693543]","[8.29661, 3.879582]","[10.141697, 13.317248, -0.33784372]","[7.3693385, 4.1139727, 0.338624]"
13,Andre Holzapfel;Yannis Stylianou,Rhythmic Similarity in Traditional Turkish Music.,2009,https://doi.org/10.5281/zenodo.1417861,"Andre Holzapfel+Institute of Computer Science, FORTH>GRC>facility|University of Crete>GRC>education;Yannis Stylianou+Institute of Computer Science, FORTH>GRC>facility|University of Crete>GRC>education","In this paper, the problem of automatically assigning a piece of traditional Turkish music into a class of rhythm referred to as usul is addressed. For this, an approach for rhythmic similarity measurement based on scale transforms has been evaluated on a set of MIDI data. Because this task is related to time signature estimation, the accuracy of the proposed method is evaluated and compared with a state of the art time signature estimation approach. The results indicate that the proposed method can be successfully applied to audio signals of Turkish music and that it captures relevant properties of the individual usul.",GRC,facility,Developed economies,"[15.545107, -18.336176]","[-16.049644, -21.415443]","[4.458506, 6.982067, -11.771526]","[4.0372806, -19.761322, 1.3679258]","[10.41889, 10.496952]","[10.096746, 1.8082308]","[10.18486, 15.467013, 2.3660524]","[9.471333, 2.7228224, 0.43388936]"
14,Emmanouil Benetos;Andre Holzapfel;Yannis Stylianou,Pitched Instrument Onset Detection based on Auditory Spectra.,2009,https://doi.org/10.5281/zenodo.1416174,"Emmanouil Benetos+Institute of Computer Science, FORTH>GRC>facility|University of Crete>GRC>education;André Holzapfel+Institute of Computer Science, FORTH>GRC>facility|University of Crete>GRC>education;Yannis Stylianou+Institute of Computer Science, FORTH>GRC>facility|University of Crete>GRC>education","In this paper, a novel method for onset detection of music signals using auditory spectra is proposed. The auditory spectrogram provides a time-frequency representation that employs a sound processing model resembling the human auditory system. Recent work on onset detection employs DFT-based features, such as the spectral flux and group delay function. The spectral flux and group delay are introduced in the auditory framework and an onset detection algorithm is proposed. Experiments are conducted on a dataset covering 11 pitched instrument types, consisting of 1829 onsets in total. Results indicate the superiority of the auditory representations over the DFT-based ones, with the auditory spectral flux exhibiting an onset detection improvement by 2% in terms of F-measure when compared to the DFT-based feature.",GRC,facility,Developed economies,"[-41.533665, -10.115565]","[-20.884214, -28.59521]","[-9.237547, -20.475544, -1.0287279]","[6.6212525, -19.303995, -7.6450434]","[8.579231, 6.3436236]","[10.979109, 2.2756934]","[11.049459, 12.013047, -0.103286214]","[10.034184, 3.8320603, 0.76784205]"
15,Dominikus Baur;Tim Langer;Andreas Butz,Shades of Music: Letting Users Discover Sub-Song Similarities.,2009,https://doi.org/10.5281/zenodo.1417844,Dominikus Baur+University of Munich (LMU)>DEU>education;Tim Langer+University of Munich (LMU)>DEU>education;Andreas Butz+University of Munich (LMU)>DEU>education,"Many interesting pieces of music violate established structures or rules of their genre on purpose. These songs can be very atypical in their interior structure and their different parts might actually allude to entirely different other songs or genres. We present a query-by-example-based user interface that shows songs related to the one currently playing. This relation is not based on overall similarity, but on the similarity between the part currently playing and parts of other songs in the collection along different dimensions (pitch, timbre, bars, beats, loudness). The similarity is initially computed automatically, but can be corrected by the user. Once a sufficient number of corrections has been made, we expect the similarity measure to reach an even higher precision. Our system thereby allows users to discover hidden similarities on the level of song sections instead of whole songs.",DEU,education,Developed economies,"[18.96746, 4.101306]","[20.923264, -0.7864477]","[9.0817995, 9.200703, 0.65060884]","[12.760199, 1.1844541, 6.0198693]","[12.3873415, 10.079998]","[6.304447, 3.036383]","[11.175736, 16.51194, 1.7580516]","[5.7247353, 2.943958, -0.9795656]"
16,Norberto Degara-Quintela;Antonio S. Pena;Soledad Torres-Guijarro,A Comparison of Score-Level Fusion Rules for Onset Detection in Music Signals.,2009,https://doi.org/10.5281/zenodo.1415692,Norberto Degara-Quintela+University of Vigo>ESP>education;Antonio Pena+University of Vigo>ESP>education;Soledad Torres-Guijarro+Laboratorio Oficial de Metroloxía de Galicia (LOMG)>ESP>facility,"Finding automatically the starting time of audio events is a difficult process. A promising approach for onset detection lies in the combination of multiple algorithms. The goal of this paper is to compare score-level fusion rules that combine signal processing algorithms in a problem of automatic detection of onsets. Previous approaches usually combine detection functions by adding these functions in the time domain. The combination methods explored in this work fuse, at score-level, the peak score information (peak time and onset probability) in order to obtain a better estimate of the probability of having an onset given the probability estimates of multiple experts. Three state-of-the-art spectral-based onset detection functions are used: a spectral flux detection function, a weighted phase deviation function, and a complex domain detection function. Both untrained and trained fusion rules will be compared using a standard data set of music excerpts.",ESP,education,Developed economies,"[-43.01297, -12.04636]","[-19.40189, -28.17551]","[-7.9451814, -20.919662, -6.401811]","[4.5983686, -17.551401, -9.886771]","[8.567433, 5.94335]","[10.975392, 2.244445]","[11.286704, 11.700507, -0.024181359]","[10.064938, 3.7521417, 0.8280236]"
17,Yajie Hu;Xiaoou Chen;Deshun Yang,Lyric-based Song Emotion Detection with Affective Lexicon and Fuzzy Clustering Method.,2009,https://doi.org/10.5281/zenodo.1417983,Yajie Hu+Peking University>CHN>education;Xiaoou Chen+Peking University>CHN>education;Deshun Yang+Peking University>CHN>education,"A method is proposed for detecting the emotions of Chinese song lyrics based on an affective lexicon. The lexicon is composed of words translated from ANEW and words selected by other means. For each lyric sentence, emotion units, each based on an emotion word in the lexicon, are found out, and the influences of modifiers and tenses on emotion units are taken into consideration. The emotion of a sentence is calculated from its emotion units. To figure out the prominent emotions of a lyric, a fuzzy clustering method is used to group the lyric’s sentences according to their emotions. The emotion of a cluster is worked out from that of its sentences considering the individual weight of each sentence. Clusters are weighted according to the weights and confidences of their sentences and singing speeds of sentences are considered as the adjustment of the weights of clusters. Finally, the emotion of the cluster with the highest weight is selected from the prominent emotions as the main emotion of the lyric. The performance of our approach is evaluated through an experiment of emotion classification of 500 Chinese song lyrics.",CHN,education,Developing economies,"[52.78341, 3.7275062]","[20.486002, 49.06043]","[4.285061, 27.012436, -7.0835276]","[23.959356, 0.39187747, 16.527908]","[14.451084, 11.93202]","[4.68318, 5.2824597]","[13.520537, 16.360199, 4.0626435]","[3.775775, 4.081122, 1.0112367]"
18,Klaus Seyerlehner;Peter Knees;Dominik Schnitzer;Gerhard Widmer,Browsing Music Recommendation Networks.,2009,https://doi.org/10.5281/zenodo.1416972,Klaus Seyerlehner+Johannes Kepler University>AUT>education;Peter Knees+Johannes Kepler University>AUT>education;Dominik Schnitzer+Austrian Research Institute for AI>AUT>facility;Gerhard Widmer+Austrian Research Institute for AI>AUT>facility,Many music portals offer the possibility to explore music collections via browsing automatically generated music recommendations. In this paper we argue that such music recommender systems can be transformed into an equivalent recommendation graph. We then analyze the recommendation graph of a real-world content-based music recommender systems to find out if users can really explore the underlying song database by following those recommendations. We find that some songs are not recommended at all and are consequently not reachable via browsing. We then take a first attempt to modify a recommendation network in such a way that the resulting network is better suited to explore the respective music space.,AUT,education,Developed economies,"[43.638588, 27.115767]","[39.49746, 21.427597]","[26.297264, 16.99666, 0.4536371]","[11.931987, 12.0031185, 18.037657]","[15.01365, 9.934461]","[4.5935373, 3.5427427]","[12.737567, 17.96617, 1.9467375]","[4.1555057, 2.8212314, -0.5704372]"
19,Hiromi Ishizaki;Keiichiro Hoashi;Yasuhiro Takishima,Full-Automatic DJ Mixing System with Optimal Tempo Adjustment based on Measurement Function of User Discomfort.,2009,https://doi.org/10.5281/zenodo.1418231,Hiromi Ishizaki+KDDI R&D Laboratories Inc.>JPN>company;Keiichiro Hoashi+KDDI R&D Laboratories Inc.>JPN>company;Yasuhiro Takishima+KDDI R&D Laboratories Inc.>JPN>company,"This paper proposes an automatic DJ mixing method that can automate the processes of real world DJs and describes a prototype for a fully automatic DJ mix-like playing system. Our goal is to achieve a fully automatic DJ mixing system that can preserve overall user comfort level during DJ mixing. In this paper, we assume that the difference between the original and adjusted songs is the main cause of user discomfort in the mixed song. In order to preserve user comfort, we define the measurement function of user discomfort based on the results of a subjective experiment. Furthermore, this paper proposes a unique tempo adjustment technique called “optimal tempo adjustment”, which is robust for any combination of tempi of songs to be mixed. In the subjective experiment, the proposed method obtained higher averages of user ratings on three evaluation items compared to the conventional method. These results indicate that our system is able to preserve user comfort.",JPN,company,Developed economies,"[-43.09959, -18.906555]","[54.350777, 14.012654]","[-5.754609, -27.04091, 11.74369]","[3.8231394, -21.473398, 17.810078]","[10.017467, 5.6480484]","[11.037695, 1.5905956]","[9.737141, 13.7298765, -0.84812266]","[9.039052, 4.8519053, 0.9543893]"
20,David Gross-Amblard;Philippe Rigaux;Lylia Abrouk;Nadine Cullot,Fingering Watermarking in Symbolic Digital Scores.,2009,https://doi.org/10.5281/zenodo.1416454,David Gross-Amblard+Université de Bourgogne>FRA>education;Philippe Rigaux+Université de Dauphine>FRA>education;Lylia Abrouk+Université de Bourgogne>FRA>education;Nadine Cullot+Université de Bourgogne>FRA>education,"""We propose a new watermarking method that hides the writer’s identity into symbolic musical scores featuring fingering annotations. These annotations constitute a valuable part of the symbolic representation, yet they can be slightly modified without altering the quality of the musical information. The method applies a controlled distortion of the existing fingerings so that unauthorized copies can be identified. The proposed watermarking method is robust against attacks like random fingering alterations and score cropping, and its detection does not require the original fingering, but only the suspect one. The method is general and applies to various fingering contexts and instruments.""",FRA,education,Developed economies,"[-32.01905, 25.418709]","[15.598479, -26.538277]","[7.518424, -30.914442, 6.609441]","[-3.5497687, -9.855203, 16.499475]","[10.444506, 7.528813]","[8.38359, 0.72146606]","[12.200208, 13.62225, 0.9934172]","[7.3019934, 1.7337025, 0.12373062]"
21,Yi-Hsuan Yang;Yu-Ching Lin;Ann Lee;Homer H. Chen,Improving Musical Concept Detection by Ordinal Regression and Context Fusion.,2009,https://doi.org/10.5281/zenodo.1416650,Yi-Hsuan Yang+National Taiwan University>TWN>education;Yu-Ching Lin+National Taiwan University>TWN>education;Ann Lee+National Taiwan University>TWN>education;Homer Chen+National Taiwan University>TWN>education,"To facilitate information retrieval of large-scale music databases, the detection of musical concepts, or auto-tagging, has been an active research topic. This paper concerns the use of concept correlations to improve musical concept detection. We propose to formulate concept detection as an ordinal regression problem to explicitly take advantage of the ordinal relationship between concepts and avoid the data imbalance problem of conventional multi-label classification methods. To further improve the detection accuracy, we propose to leverage the co-occurrence patterns of concepts for context fusion and employ concept selection to remove irrelevant or noisy concepts. Evaluation on the cal500 dataset shows that we are able to improve the detection accuracy of 174 concepts from 0.2513 to 0.2924.",TWN,education,Developing economies,"[23.612873, -10.400404]","[9.00793, 23.861717]","[-4.9300704, 15.304239, 0.9094788]","[17.316278, 14.747209, 1.9503787]","[11.70117, 10.83923]","[6.2464585, 4.490904]","[11.489668, 14.946305, 2.4979012]","[5.393888, 4.2813554, -0.1769676]"
22,Laurent Oudre;Yves Grenier;Cédric Févotte,Template-based Chord Recognition : Influence of the Chord Types.,2009,https://doi.org/10.5281/zenodo.1414884,Laurent Oudre+Institut TELECOM>FRA>education;Yves Grenier+Institut TELECOM>FRA>education;Cédric Févotte+Institut TELECOM>FRA>education,"This paper describes a fast and efficient template-based chord recognition method. We introduce three chord models taking into account one or more harmonics for the notes of the chord. The use of pre-determined chord models enables to consider several types of chords (major, minor, dominant seventh, minor seventh, augmented, diminished...). After extracting a chromagram from the signal, the detected chord over a frame is the one minimizing a measure of fit between the chromagram frame and the chord templates. Several popular measures in the probability and signal processing field are considered for our task. In order to take into account the time persistence, we perform a post-processing filtering over the recognition criteria. The transcription tool is evaluated on the 13 Beatles albums with different chord types and compared to state-of-the-art chord recognition methods. We particularly focus on the influence of the chord types considered over the performances of the system. Experimental results show that our method outperforms the state-of-the-art and more importantly is less computationally demanding than the other evaluated systems.",FRA,education,Developed economies,"[-47.378845, -35.1965]","[-22.501656, -38.946033]","[-36.49519, -0.5200384, 6.272319]","[-20.36579, 15.407716, -2.8510575]","[6.088905, 9.085484]","[11.838225, 3.7514412]","[8.453833, 12.074884, 2.3261168]","[9.243421, 3.8336992, -1.82606]"
23,Ioannis Karydis;Alexandros Nanopoulos;Hans-Henning Gabriel;Myra Spiliopoulou,Tag-Aware Spectral Clustering of Music Items.,2009,https://doi.org/10.5281/zenodo.1417483,Ioannis Karydis+Ionian University>GRC>education;Alexandros Nanopoulos+Hildesheim University>DEU>education;Hans-Henning Gabriel+Otto-von-Guericke-University Magdeburg>DEU>education;Myra Spiliopoulou+Otto-von-Guericke-University Magdeburg>DEU>education,"""Social tagging is an increasingly popular phenomenon with substantial impact on Music Information Retrieval (MIR). Tags express the personal perspectives of the user on the music items (such as songs, artists, or albums) they tagged. These personal perspectives should be taken into account in MIR tasks that assess the similarity between music items. In this paper, we propose an novel approach for clustering music items represented in social tagging systems. Its characteristic is that it determines similarity between items by preserving the 3-way relationships among the inherent dimensions of the data, i.e., users, items, and tags. Conversely to existing approaches that use reductions to 2-way relationships (between items-users or items-tags), this characteristic allows the proposed algorithm to consider the personal perspectives of tags and to improve the clustering quality. Due to the complexity of social tagging data, we focus on spectral clustering that has been proven effective in addressing complex data. However, existing spectral clustering algorithms work with 2-way relationships. To overcome this problem, we develop a novel data-modeling scheme and a tag-aware spectral clustering procedure that uses tensors (high-dimensional arrays) to store the multi-graph structures that capture the personalised aspects of similarity. Experimental results with data from Last.fm indicate the superiority of the proposed method in terms of clustering quality over conventional spectral clustering approaches that consider only 2-way relationships.""",GRC,education,Developed economies,"[39.633396, 2.817465]","[20.415987, 29.791313]","[11.742427, 20.664501, 8.407603]","[17.262491, 15.204805, 14.550711]","[13.401537, 10.702254]","[5.1746235, 4.3562236]","[13.051625, 16.176981, 2.5603971]","[4.5031443, 3.7994564, -0.38959774]"
24,Christopher Santoro;Corey Cheng,Multiple F0 Estimation in the Transform Domain.,2009,https://doi.org/10.5281/zenodo.1416242,Christopher A. Santoro+LSB Audio>USA>company;Corey I. Cheng+University of Miami>USA>education,"A novel algorithm is proposed to estimate the fundamental frequencies present in polyphonic acoustic mixtures expressed in a transform domain. As an example, the algorithm operates on Modified Discrete Cosine Transform (MDCT) coefficients in order to demonstrate the utility of the method in commercially available perceptual audio codecs which use the MDCT. An auditory model is developed along with several optimizations that deal with the constraints of processing in the transform-domain, including an interpolation method, a transform-domain half-wave rectification model, tonal component estimation, and sparse convolution. Test results are separated by instrument and analyzed in detail. The proposed algorithm is shown to perform comparably to state of the art time-domain methods.",USA,company,Developed economies,"[-52.74943, 6.8757515]","[-38.067604, -28.643442]","[-13.774938, 1.2064995, 26.805592]","[-0.7565352, -11.657768, -31.636251]","[7.895925, 8.902678]","[10.575438, 4.2693086]","[10.024874, 12.671677, 0.7365047]","[9.231548, 4.465233, -0.20899609]"
25,Zoltán Juhász,Motive Identification in 22 Folksong Corpora Using Dynamic Time Warping and Self Organizing Maps.,2009,https://doi.org/10.5281/zenodo.1416216,Zoltán Juhász+Research Institute for Technical Physics and Materials Science>HUN>facility,"A system for automatic motive identification of large folksong corpora is described in this article. The method is based on a dynamic time warping algorithm determining inherent repeating elements of the melodies and a self-organizing map that learns the most typical motive contours. Using this system, the typical motive collections of 22 cultures in Eurasia have been determined, and another great common self organising map has been trained by the unified collection of the national/areal motive collections. The analysis of the overlaps of the national-areal excitations on the common map allowed us to draw a graph of connections, which shows two main distinct groups, according to the geographical distribution.",HUN,facility,Developed economies,"[20.15467, -11.240067]","[53.343674, 2.0843773]","[-7.791594, 21.790327, -8.971498]","[5.326516, 26.833914, 7.570783]","[11.139405, 11.110461]","[5.857641, 3.0795655]","[11.223728, 15.52961, 2.5440998]","[5.538221, 2.4759078, -1.4216169]"
26,Matthias Gruhne;Christian Dittmar;Daniel Gärtner,Improving Rhythmic Similarity Computation by Beat Histogram Transformations.,2009,https://doi.org/10.5281/zenodo.1417635,Matthias Gruhne+Bach Technology AS>NOR>company;Christian Dittmar+Fraunhofer IDMT>DEU>facility;Daniel Gaertner+Fraunhofer IDMT>DEU>facility,"Rhythmic descriptors are often utilized for semantic music classification, such as genre recognition or tempo detection. Several algorithms dealing with the extraction of rhythmic information from music signals were proposed in literature. Most of them derive a so-called beat histogram by auto-correlating a representation of the temporal envelope of the music signal. To circumvent the problem of tempo dependency, post-processing via higher-order statistics has been reported. Tests concluded, that these statistics are still tempo dependent to a certain extent. This paper describes a method, which transforms the original auto-correlated envelope into a tempo-independent rhythmic feature vector by multiplying the lag-axis with a stretch factor. This factor is computed with a new correlation technique which works in the logarithmic domain. The proposed method is evaluated for rhythmic similarity, consisting of two tasks: One test with manually created rhythms as proof of concept and another test using a large real-world music archive.",NOR,company,Developed economies,"[-12.360412, -26.076859]","[-18.886372, -20.818802]","[-2.1517327, -24.971315, -13.303525]","[3.869611, -21.94693, -3.3530164]","[9.347541, 6.2141485]","[10.38251, 1.8926779]","[11.727872, 12.110905, 1.5708164]","[9.592371, 2.933238, 0.5869892]"
27,Parag Chordia;Alex Rae,Using Source Separation to Improve Tempo Detection.,2009,https://doi.org/10.5281/zenodo.1416536,Parag Chordia+Georgia Institute of Technology>USA>education|Georgia Tech Center for Music Technology>USA>education;Alex Rae+Georgia Institute of Technology>USA>education|Georgia Tech Center for Music Technology>USA>education,"We describe a novel tempo estimation method based on decomposing musical audio into sources using principal latent component analysis (PLCA). The approach is motivated by the observation that in rhythmically complex music, some layers may be more rhythmically regular than the overall mix, thus facilitating tempo detection. Each excerpt was analyzed using PLCA and the resulting components were each tempo tracked using a standard autocorrelation-based algorithm. We describe several techniques for aggregating or choosing among the multiple estimates that result from this process to extract a global tempo estimate. The system was evaluated on the MIREX 2006 training database as well as a newly constructed database of rhythmically complex electronic music consisting of 27 examples (IDM DB). For these databases the algorithms improved accuracy by 10% (60% vs 50%) and 22.3% (48.2% vs. 25.9%) respectively. These preliminary results suggest that for some types of music, source-separation may lead to better tempo detection.",USA,education,Developed economies,"[-52.07598, -5.9662437]","[-25.501062, -22.990688]","[-1.7771896, -30.180868, -2.1796436]","[-0.55515444, -23.865017, -8.332298]","[9.749196, 5.062154]","[11.250093, 1.5386753]","[12.458209, 11.774527, 0.7523791]","[10.254048, 3.4143229, 1.2250369]"
28,Peter Grosche;Meinard Müller,A Mid-Level Representation for Capturing Dominant Tempo and Pulse Information in Music Recordings.,2009,https://doi.org/10.5281/zenodo.1416016,Peter Grosche+Saarland University>DEU>education|MPI Informatik>DEU>facility;Meinard Müller+Saarland University>DEU>education|MPI Informatik>DEU>facility,"""Automated beat tracking and tempo estimation from music recordings become challenging tasks in the case of non-percussive music with soft note onsets and time-varying tempo. In this paper, we introduce a novel mid-level representation which captures predominant local pulse information. To this end, we first derive a tempogram by performing a local spectral analysis on a previously extracted, possibly very noisy onset representation. From this, we derive for each time position the predominant tempo as well as a sinusoidal kernel that best explains the local periodic nature of the onset representation. Then, our main idea is to accumulate the local kernels over time yielding a single function that reveals the predominant local pulse (PLP). We show that this function constitutes a robust mid-level representation from which one can derive musically meaningful tempo and beat information for non-percussive music even in the presence of significant tempo fluctuations. Furthermore, our representation allows for incorporating prior knowledge on the expected tempo range to exhibit information on different pulse levels.""",DEU,education,Developed economies,"[-49.96212, -6.7917223]","[-21.017872, -24.59171]","[-1.45258, -26.619326, -0.58014065]","[0.44937864, -19.398243, -6.5341654]","[9.613007, 5.1604133]","[11.055803, 1.7444718]","[12.394307, 11.807706, 0.8282774]","[10.105646, 3.3791404, 1.02735]"
29,Dominik Lübbers;Matthias Jarke,Adaptive Multimodal Exploration of Music Collections.,2009,https://doi.org/10.5281/zenodo.1415518,Dominik Lübbers+RWTH Aachen University>DEU>education;Matthias Jarke+German University of Technology>OMN>education,"Discovering music that we like rarely happens as a result of a directed search. Except for the case where we have exact meta data at hand it is hard to articulate what song is attractive to us. Therefore it is essential to develop and evaluate systems that support guided exploratory browsing of the music space. While a number of algorithms for organizing music collections according to a given similarity measure have been applied successfully, the generated structure is usually only presented visually and listening requires cumbersome skipping through the individual pieces. To close this media gap we describe an immersive multimodal exploration environment which extends the presentation of a song collection in a video-game-like virtual 3-D landscape by carefully adjusted spatialized playback of songs. The user can freely navigate through the virtual world guided by the acoustic clues surrounding him. Observing his interaction with the environment the system furthermore learns the user’s way of structuring his collection by adapting a weighted combination of a wide range of integrated content-based, meta-data-based and collaborative similarity measures. Our evaluation proves the importance of auditory feedback for music exploration and shows that our system is capable of adjusting to different notions of similarity.",DEU,education,Developed economies,"[19.986462, 13.315078]","[49.209846, 7.156049]","[13.920186, -0.15858555, -12.647125]","[10.595336, -3.0334296, 18.622522]","[12.838593, 8.177031]","[5.4394655, 2.8081834]","[12.032135, 16.131397, 0.06995733]","[4.902633, 2.1659827, -1.0312281]"
