Authors,Title,Year,Link,Authors with Affiliations,Abstract
Nieto O.; Humphrey E.J.; Bello J.P.,Compressing music recordings into audio summaries,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873423876&partnerID=40&md5=e884f45e7c15ac9fa5a272090e9b7fd7,"Nieto O., New York University, United States; Humphrey E.J., New York University, United States; Bello J.P., New York University, United States","We present a criterion to generate audible summaries of music recordings that optimally explain a given track with mutually disjoint segments of itself. We represent audio as sequences of beat-synchronous harmonic features and use an exhaustive search to identify the best summary. To demonstrate the merit of this approach, we evaluate the criterion and show consistency across a collection of multiple recordings of different works. Finally, we present a fast algorithm that approximates the exhaustive search and allows us to automatically learn the hyperparameters of the algorithm for a given track. © 2012 International Society for Music Information Retrieval."
Sprechmann P.; Bronstein A.; Sapiro G.,Real-time online singing voice separation from monaural recordings using robust low-rank modeling,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873423755&partnerID=40&md5=28847d3a7d519d59ba2bb71aa51ef967,"Sprechmann P., University of Minnesota, United States; Bronstein A., Tel Aviv University, Israel; Sapiro G., University of Minnesota, United States","Separating the leading vocals from the musical accompaniment is a challenging task that appears naturally in several music processing applications. Robust principal component analysis (RPCA) has been recently employed to this problem producing very successful results. The method decomposes the signal into a low-rank component corresponding to the accompaniment with its repetitive structure, and a sparse component corresponding to the voice with its quasi-harmonic structure. In this paper we first introduce a non-negative variant of RPCA, termed as robust low-rank non-negative matrix factorization (RNMF). This new framework better suits audio applications. We then propose two efficient feed-forward architectures that approximate the RPCA and RNMF with low latency and a fraction of the complexity of the original optimization method. These approximants allow incorporating elements of unsupervised, semi- and fully-supervised learning into the RPCA and RNMF frameworks. Our basic implementation shows several orders of magnitude speedup compared to the exact solvers with no performance degradation, and allows online and faster-than-real-time processing. Evaluation on the MIR-1K dataset demonstrates state-of-the-art performance. © 2012 International Society for Music Information Retrieval."
Schreiber H.; Grosche P.; Müller M.,A re-ordering strategy for accelerating index-based audio fingerprinting,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873608121&partnerID=40&md5=7161738ebad52bc6c283105fdf073664,"Schreiber H., Tagtraum Industries Incorporated, United States; Grosche P., MPI Informatik, Saarland University, Germany; Müller M., MPI Informatik, Saarland University, Germany","The Haitsma/Kalker audio fingerprinting system [4] has been in use for years, but its search algorithm's scalability has not been researched very well. In this paper we show that by simple re-ordering of the query fingerprint's subprints in the index-based retrieval step, the overall search performance can be increased significantly. Furthermore, we show that combining longer fingerprints with re-ordering can lead to even higher performance gains, up to a factor of 9.8. The proposed re-ordering scheme is based on the observation that sub-prints, which are elements of n-runs of identical consecutive sub-prints, have a higher survival rate in distorted copies of a signal (e.g. after mp3 compression) than other sub-prints. © 2011 International Society for Music Information Retrieval."
Hu X.; Kando N.,User-centered Measures Vs. System effectiveness in finding similar songs,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873422267&partnerID=40&md5=2ffc6325846771416558dc7d4adbefd3,"Hu X., Faculty of Education, University of Hong Kong, Hong Kong; Kando N., National Institute of Informatics, Japan","User evaluation in the domain of Music Information Retrieval (MIR) has been very scarce, while algorithms and systems in MIR have been improving rapidly. With the maturity of system-centered evaluation in MIR, time is ripe for MIR evaluation to involve users. In this study, we compare user-centered measures to a system effectiveness measure on the task of retrieving similar songs. To collect user-centered measures, we conducted a user experiment with 50 participants using a set of music retrieval systems that have been evaluated by a system-centered approach in the Music Information Retrieval Evaluation eXchange (MIREX). The results reveal weak correlation between user-centered measures and system effectiveness. It is also found that user-centered measures can disclose difference between systems when there was no difference on system-effectiveness. © 2012 International Society for Music Information Retrieval."
Schmidt E.M.; Scott J.; Kim Y.E.,Feature learning in dynamic environments: Modeling the acoustic structure of musical emotion,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873420121&partnerID=40&md5=17c484752499451352316d4166a625cb,"Schmidt E.M., Music and Entertainment Technology Laboratory (MET-Lab.), Electrical and Computer Engineering, Drexel University, United States; Scott J., Music and Entertainment Technology Laboratory (MET-Lab.), Electrical and Computer Engineering, Drexel University, United States; Kim Y.E., Music and Entertainment Technology Laboratory (MET-Lab.), Electrical and Computer Engineering, Drexel University, United States","While emotion-based music organization is a natural process for humans, quantifying it empirically proves to be a very difficult task, and as such no dominant feature representation for music emotion recognition has yet emerged. Much of the difficulty in developing emotion-based features is the ambiguity of the ground-truth. Even using the smallest time window, opinions about emotion are bound to vary and reflect some disagreement between listeners. In previous work, we have modeled human response labels to music in the arousal-valence (A-V) emotion space with time-varying stochastic distributions. Current methods for automatic detection of emotion in music seek performance increases by combining several feature domains (e.g. loudness, timbre, harmony, rhythm). Such work has focused largely in dimensionality reduction for minor classification performance gains, but has provided little insight into the relationship between audio and emotional associations. In this work, we seek to employ regression-based deep belief networks to learn features directly from magnitude spectra. Taking into account the dynamic nature of music, we investigate combining multiple timescales of aggregated magnitude spectra as a basis for feature learning. © 2012 International Society for Music Information Retrieval."
Mauch M.; Levy M.,Structural change on multiple time scales as a correlate of musical complexity,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873596725&partnerID=40&md5=98a4c15c900c57e5a15d342306c116d1,"Mauch M., Karen House, Last.fm, London, N1 6DL, 1-11 Bache's Street, United Kingdom; Levy M., Karen House, Last.fm, London, N1 6DL, 1-11 Bache's Street, United Kingdom","We propose the novel audio feature structural change for the analysis and visualisation of recorded music, and argue that it is related to a particular notion of musical complexity. Structural change is a meta feature that can be calculated from an arbitrary frame-wise basis feature, with each element in the structural change feature vector representing the change of the basis feature at a different time scale. We describe an efficient implementation of the feature and discuss its properties based on three basis features pertaining to harmony, rhythm and timbre. We present a novel flowerlike visualisation that allows us to illustrate the overall structural change characteristics of a piece of audio in a compact way. Several examples of real-world music and synthesised audio exemplify the characteristics of the structural change feature. We present the results of a web-based listening experiment with 197 participants to show the validity of the proposed feature. © 2011 International Society for Music Information Retrieval."
Gulluni S.; Buisson O.; Essid S.; Richard G.,An interactive system for electro-acoustic music analysis,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873597139&partnerID=40&md5=b9d53692b2abce4b9babcf5700e3fc0e,"Gulluni S., Institut National de L'Audiovisuel, Bry-sur-marne, France; Buisson O., Institut National de L'Audiovisuel, Bry-sur-marne, France; Essid S., Institut Telecom, Telecom ParisTech, Paris, France; Richard G., Institut Telecom, Telecom ParisTech, Paris, France","This paper, presents an interactive approach for the analysis of electro-acoustic music. An original classification scheme is devised using relevance feedback and active-learning segment selection in an interactive loop. Validation and correction information given by the user is injected in the learning process at each iteration to achieve more accurate classification. An experimental study is conducted to evaluate and compare the different classification and relevance feedback approaches that are envisaged, using a database of polyphonic pieces (with a varying degree of polyphony). The results show that the different approaches are adapted to different applications and they achieve satisfying performance in a reasonable number of iterations. © 2011 International Society for Music Information Retrieval."
Dieleman S.; Brakel P.; Schrauwen B.,Audio-based music classification with a pretrained convolutional network,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873602768&partnerID=40&md5=d7898fbba31372e9d54480dc8e638c5d,"Dieleman S., Electronics and Information Systems Department, Ghent University, Belgium; Brakel P., Electronics and Information Systems Department, Ghent University, Belgium; Schrauwen B., Electronics and Information Systems Department, Ghent University, Belgium","Recently the 'Million Song Dataset', containing audio features and metadata for one million songs, was made available. In this paper, we build a convolutional network that is then trained to perform artist recognition, genre recognition and key detection. The network is tailored to summarize the audio features over musically significant timescales. It is infeasible to train the network on all available data in a supervised fashion, so we use unsupervised pretraining to be able to harness the entire dataset: we train a convolutional deep belief network on all data, and then use the learnt parameters to initialize a convolutional multilayer perceptron with the same architecture. The MLP is then trained on a labeled subset of the data for each task. We also train the same MLP with randomly initialized weights. We find that our convolutional approach improves accuracy for the genre recognition and artist recognition tasks. Unsupervised pretraining improves convergence speed in all cases. For artist recognition it improves accuracy as well. © 2011 International Society for Music Information Retrieval."
Bohak C.; Marolt M.,Finding repeating stanzas in folk songs,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873431799&partnerID=40&md5=416b509198c5e3bb1c5dffaf7e182771,"Bohak C., University of Ljubljana, Slovenia; Marolt M., University of Ljubljana, Slovenia","Folk songs are typically composed of repeating parts - stanzas. To find such parts in audio recordings of folk songs, segmentation methods can be used that split a recording into separate parts according to different criteria. Most audio segmentation methods were developed for popular and classical music, however these do not perform well on folk music recordings. This is mainly because folk song recordings contain a number of specific issues that are not considered by these methods, such as inaccurate singing of performers, variable tempo throughout the song and the presence of noise. In recent years several methods for segmentation of folk songs were developed. In this paper we present a novel method for segmentation of folk songs into repeating stanzas that does not rely on additional information about an individual stanza. The method consists of several steps. In the first step breathing (vocal) pauses are detected, which represent the candidate beginnings of individual stanzas. Next, a similarity measure is calculated between the first and all other candidate stanzas, which takes into account pitch changes between stanzas and tempo variations. To evaluate which candidate beginnings represent the actual boundaries between stanzas, a scoring function is defined based on the calculated similarities between stanzas. A peak picking method is used in combination with global thresholding for the final selection of stanza boundaries. The presented method was tested and evaluated on a collection of Slovenian folk songs from EthnoMuse archive. © 2012 International Society for Music Information Retrieval."
Velasco M.J.; Large E.W.,Pulse detection in syncopated rhythms using neural oscillators,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873604700&partnerID=40&md5=0f132aa18bd198d1509d365fd8ff83c3,"Velasco M.J., Center for Complex Systems and Brain Sciences, Florida Atlantic University, United States; Large E.W., Center for Complex Systems and Brain Sciences, Florida Atlantic University, United States","Pulse and meter are remarkable in part because these perceived periodicities can arise from rhythmic stimuli that are not periodic. This phenomenon is most striking in syncopated rhythms, found in many genres of music, including music of non-Western cultures. In general, syncopated rhythms may have energy at frequencies that do not correspond to perceived pulse or meter, and perceived metrical frequencies that are weak or absent in the objective rhythmic stimulus. In this paper, we consider syncopated rhythms that contain little or no energy at the pulse frequency. We used 16 rhythms (3 simple, 13 syncopated) to test a model of pulse/meter perception based on nonlinear resonance, comparing the nonlinear resonance model with a linear analysis. Both models displayed the ability to differentiate between duple and triple meters, however, only the nonlinear model exhibited resonance at the pulse frequency for the most challenging syncopated rhythms. This result suggests that nonlinear resonance may provide a viable approach to pulse detection in syncopated rhythms. © 2011 International Society for Music Information Retrieval."
Yoshii K.; Goto M.,A vocabulary-free infinity-gram model for nonparametric bayesian chord progression analysis,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873597170&partnerID=40&md5=9d51b1a072c192a21ba77e9c41452759,"Yoshii K., National Institute of Advanced Industrial Science and Technology (AIST), Japan; Goto M., National Institute of Advanced Industrial Science and Technology (AIST), Japan","This paper presents probabilistic n-gram models for symbolic chord sequences. To overcome the fundamental limitations in conventional models-that the model optimality is not guaranteed, that the value of n is fixed uniquely, and that a vocabulary of chord types (e.g., major, minor, · · · ) is defined in an arbitrary way-we propose a vocabulary-free infinity-gram model based on Bayesian nonparametrics. It accepts any combinations of notes as chord types and allows each chord appearing in a sequence to have an unbounded and variable-length context. All possibilities of n are taken into account when calculating the predictive probability of a next chord given a particular context, and when an unseen chord type emerges we can avoid out-of-vocabulary error by adaptively evaluating the 0-gram probability, i.e., the combinatorial probability of note components. Our experiments using Beatles songs showed that the predictive performance of the proposed model is better than that of the state-of-theart models and that we could find stochastically-coherent chord patterns by sorting variable-length n-grams in a line according to their generative probabilities. © 2011 International Society for Music Information Retrieval."
Corrêa D.C.; Costa L.D.F.; Levada A.L.M.,Finding community structure in music genres networks,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873588177&partnerID=40&md5=95e4979068b6fa24f43a6026bc4c7dc3,"Corrêa D.C., Instituto de Física de São Carlos, Universidade de São Paulo, Brazil; Costa L.D.F., Instituto de Física de São Carlos, Universidade de São Paulo, Brazil; Levada A.L.M., Departamento de Computação, Universidade Federal de São Carlos, Brazil","Complex networks have shown to be promising mechanisms to represent several aspects of nature, since their topological and structural features help in the understanding of relations, properties and intrinsic characteristics of the data. In this context, we propose to build music networks in order to find community structures of music genres. Our main contributions are twofold: 1) Define a totally unsupervised approach for music genres discrimination; 2) Incorporate topological features in music data analysis. We compared different distance metrics and clustering algorithms. Each song is represented by a vector of conditional probabilities for the note values in its percussion track. Initial results indicate the effectiveness of the proposed methodology. © 2011 International Society for Music Information Retrieval."
Niitsuma M.; Tomita Y.,Classifying bach's handwritten c-clefs,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873589025&partnerID=40&md5=ed44ac026578a3d5994947acce307474,"Niitsuma M., School of Muisc and Sonic Arts, Queen's University, Belfast, United Kingdom; Tomita Y., School of Muisc and Sonic Arts, Queen's University, Belfast, United Kingdom","The aim of this study is to explore how we could use computational technology to help determination of the chronology of music manuscripts. Applying a battery of techniques to Bach's manuscripts reveals the limitation in current image processing techniques, thereby clarifying future tasks. Analysis of C-clefs, the chosen musical symbol for this study, extracted from Bach's manuscripts dating from 1708-1748, is also carried out. Random forest using 15 features produces significant accuracy for chronological classification. © 2011 International Society for Music Information Retrieval."
Xia G.; Liang D.; Dannenberg R.B.; Harvilla M.J.,"Segmentation, clustering, and display in a personal audio database for musicians",2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873596073&partnerID=40&md5=2bfc516193318f0d02191f3a5643c345,"Xia G., Carnegie Mellon University, United States; Liang D., Carnegie Mellon University, United States; Dannenberg R.B., Carnegie Mellon University, United States; Harvilla M.J., Carnegie Mellon University, United States","Managing music audio databases for practicing musicians presents new and interesting challenges. We describe a systematic investigation to provide useful capabilities to musicians both in rehearsal and when practicing alone. Our goal is to allow musicians to automatically record, organize, and retrieve rehearsal (and other) audio to facilitate review and practice (for example, playing along with difficult passages). We introduce a novel music classification system based on Eigenmusic and Adaboost to separate rehearsal recordings into segments, an unsupervised clustering and alignment process to organize segments, and a digital music display interface that provides both graphical input and output in terms of conventional music notation. © 2011 International Society for Music Information Retrieval."
Salamon J.; Peeters G.; Robel A.,Statistical characterisation of melodic pitch contours and its application for melody extraction,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873420493&partnerID=40&md5=4f6e734462e094d45d03d7e12b50bfcf,"Salamon J., Music Technology Group, Universitat Pompeu Fabra, Barcelona, Spain; Peeters G., Sound Analysis-Synthesis Team, IRCAM, CNRS STMS, 75004 Paris, France; Robel A., Sound Analysis-Synthesis Team, IRCAM, CNRS STMS, 75004 Paris, France","In this paper we present a method for the statistical characterisation of melodic pitch contours, and apply it to automatic melody extraction from polyphonic music signals. Within the context of melody extraction, pitch contours represent time and frequency continuous sequences of pitch candidates out of which the melody must be selected. In previous studies we presented a melody extraction algorithm in which contour features are used in a heuristic manner to filter out non-melodic contours. In our current work, we present a method for the statistical modelling of these features, and propose an algorithm for melody extraction based on the obtained model. The algorithm exploits the learned model to compute a ""melodiness"" index for each pitch contour, which is then used to select the melody out of all pitch contours generated for an excerpt of polyphonic music. The proposed approach has the advantage that new contour features can be easily incorporated into the model without the need to manually devise rules to address each feature individually. The method is evaluated in the context of melody extraction and obtains promising results, performing comparably to a state-of-the-art heuristic-based algorithm. © 2012 International Society for Music Information Retrieval."
Yoshii K.; Goto M.,Infinite composite autoregressive models for music signal analysis,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873433845&partnerID=40&md5=02a8b4fc55e2d500ed31d48770810f4b,"Yoshii K., National Institute of Advanced Industrial Science and Technology (AIST), Japan; Goto M., National Institute of Advanced Industrial Science and Technology (AIST), Japan","This paper presents novel probabilistic models that can be used to estimate multiple fundamental frequencies (F0s) from polyphonic audio signals. These models are nonpara-metric Bayesian extensions of nonnegative matrix factorization (NMF) based on the source-filter paradigm, and in them an amplitude or power spectrogram is decomposed as the product of two kinds of spectral atoms (sources and filters) and time-varying gains of source-filter pairs. In this study we model musical instruments as autoregressive systems that combine two types of sources - periodic signals (comb-shaped densities) and white noise (flat density) - with all-pole filters representing resonance characteristics. One of the main problems with such composite autoregressive models (CARMs) is that the numbers of sources and filters should be given in advance. To solve this problem, we propose nonparametric Bayesian models based on gamma processes and efficient variational and multiplicative learning algorithms. These infinite CARMs (iCARMs) can discover appropriate numbers of sources and filters in a data-driven manner. We report the experimental results of multipitch analysis on the MAPS piano database. © 2012 International Society for Music Information Retrieval."
Lee J.H.; Cunningham S.J.,The impact (or non-impact) of user studies in Music Information Retrieval,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873435748&partnerID=40&md5=da5f1c1029a68923afb76674c35c707f,"Lee J.H., Information School, University of Washington, United States; Cunningham S.J., Department of Computer Science, University of Waikato, New Zealand","Most Music Information Retrieval (MIR) researchers will agree that understanding users' needs and behaviors is critical for developing a good MIR system. The number of user studies in the MIR domain has been gradually increasing since the early 2000s reflecting the need for empirical studies of users. However, despite the growing number of user studies and the wide recognition of their importance, it is unclear how large their impact has been in the field; on how systems are developed, evaluation tasks are created, and how we understand critical concepts such as music similarity or music mood. In this paper, we present our analysis on the growth, publication and citation patterns, and design of 155 user studies. This is followed by a discussion of a number of issues/challenges in conducting MIR user studies and distributing the research results. We conclude by making recommendations to increase the visibility and impact of user studies in the field. © 2012 International Society for Music Information Retrieval."
Sioros G.; Holzapfel A.; Guedes C.,On measuring syncopation to drive an interactive music system,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873426250&partnerID=40&md5=62c01ed7ecf234aba7af39182319768e,"Sioros G., Faculdade de Engenharia, Universidade do Porto, INESC Porto, Portugal; Holzapfel A., Music Technology Group, Universitat Pompeu Fabra, Spain; Guedes C., Faculdade de Engenharia, Universidade do Porto, INESC Porto, Portugal","In this paper we address the problem of measuring syncopation in order to mediate a musically meaningful interaction between a live music performance and an automatically generated rhythm. To this end we present a simple, yet effective interactive music system we developed. We shed some light on the complex nature of syncopation by looking into MIDI data from drum loops and whole songs. We conclude that segregation into individual rhythmic layers is necessary in order to measure the syncopation of a music ensemble. This implies that measuring syncopation on polyphonic audio signals is not yet tractable using the current state-of-the-art in audio analysis. © 2012 International Society for Music Information Retrieval."
Salamon J.; Urbano J.,Current challenges in the evaluation of predominant Melody Extraction algorithms,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873432474&partnerID=40&md5=f3c6465db186d1528e4c7801915e025d,"Salamon J., Music Technology Group, Universitat Pompeu Fabra, Barcelona, Spain; Urbano J., Department of Computer Science, University Carlos III of Madrid, Leganés, Spain","In this paper we analyze the reliability of the evaluation of Audio Melody Extraction algorithms. We focus on the procedures and collections currently used as part of the annual Music Information Retrieval Evaluation eXchange (MIREX), which has become the de-facto benchmark for evaluating and comparing melody extraction algorithms. We study several factors: the duration of the audio clips, time offsets in the ground truth annotations, and the size and musical content of the collection. The results show that the clips currently used are too short to predict performance on full songs, highlighting the paramount need to use complete musical pieces. Concerning the ground truth, we show how a minor error, specifically a time offset between the annotation and the audio, can have a dramatic effect on the results, emphasizing the importance of establishing a common protocol for ground truth annotation and system output. We also show that results based on the small ADC04, MIREX05 and INDIAN08 collections are unreliable, while the MIREX09 collections are larger than necessary. This evidences the need for new and larger collections containing realistic music material, for reliable and meaningful evaluation of Audio Melody Extraction. © 2012 International Society for Music Information Retrieval."
Şentürk S.; Chordia P.,Modeling melodic improvisation in turkish folk music using variable-length markov models,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873598006&partnerID=40&md5=feefe30eed296b3a95fa93b65cfd9a1a,"Şentürk S., Georgia Tech Center for Music Technology, Atlanta, GA, United States; Chordia P., Georgia Tech Center for Music Technology, Atlanta, GA, United States","The paper describes a new database, which currently consists of 64 songs encompassing approximately 6600 notes, and a system, which uses Variable-Length Markov Models (VLMM) to predict the melodies in the uzun hava (long tune) form, a melodic structure in Turkish folk music. The work shows VLMMs are highly predictive. This suggests that variable-length Markov models (VLMMs) may be applied to makam-based and non-metered musical forms, in addition to Western musical traditions. To the best of our knowledge, the work presents the first symbolic, machine readable database of uzun havas and the first application of predictive modeling in Turkish folk music. © 2011 International Society for Music Information Retrieval."
Wolff D.; Weyde T.; Stober S.; Nürnberger A.,A systematic comparison of music similarity adaptation approaches,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873436680&partnerID=40&md5=61b26b28bc09e2315e8e372a30a72776,"Wolff D., MIRG, School of Informatics, City University London, United Kingdom; Weyde T., MIRG, School of Informatics, City University London, United Kingdom; Stober S., Data and Knowledge Engineering Group, Otto-von-Guericke-Universität, Magdeburg, Germany; Nürnberger A., Data and Knowledge Engineering Group, Otto-von-Guericke-Universität, Magdeburg, Germany","In order to support individual user perspectives and different retrieval tasks, music similarity can no longer be considered as a static element of Music Information Retrieval (MIR) systems. Various approaches have been proposed recently that allow dynamic adaptation of music similarity measures. This paper provides a systematic comparison of algorithms for metric learning and higher-level facet distance weighting on the MagnaTagATune dataset. A cross-validation variant taking into account clip availability is presented. Applied on user generated similarity data, its effect on adaptation performance is analyzed. Special attention is paid to the amount of training data necessary for making similarity predictions on unknown data, the number of model parameters and the amount of information available about the music itself. © 2012 International Society for Music Information Retrieval."
Anan Y.; Hatano K.; Bannai H.; Takeda M.; Satoh K.,Polyphonic music classification on symbolic data using dissimilarity functions,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873415756&partnerID=40&md5=692617e8e75f6f2c0c6f842cdac99d5b,"Anan Y., Department of Informatics, Kyushu University, Japan; Hatano K., Department of Informatics, Kyushu University, Japan; Bannai H., Department of Informatics, Kyushu University, Japan; Takeda M., Department of Informatics, Kyushu University, Japan; Satoh K., National Institute of Informatics, Japan","This paper addresses the polyphonic music classification problem on symbolic data. A new method is proposed which converts music pieces into binary chroma vector sequences and then classifies them by applying the dissimilarity-based classification method TWIST proposed in our previous work. One advantage of using TWIST is that it works with any dissimilarity measure. Computational experiments show that the proposed method drastically outperforms SVM and k-NN, the state-of-the-art classification methods. © 2012 International Society for Music Information Retrieval."
Foster P.; Klapuri A.; Plumbley M.D.,Causal prediction of continuous-valued music features,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873606282&partnerID=40&md5=a9ba8481e2d9b1365691bf260e5ea985,"Foster P., Centre for Digital Music, Queen Mary University of London, London E1, Mile End Road, United Kingdom; Klapuri A., Centre for Digital Music, Queen Mary University of London, London E1, Mile End Road, United Kingdom; Plumbley M.D., Centre for Digital Music, Queen Mary University of London, London E1, Mile End Road, United Kingdom","This paper investigates techniques for predicting sequences of continuous-valued feature vectors extracted from musical audio. In particular, we consider prediction of beatsynchronous Mel-frequency cepstral coefficients and chroma features in a causal setting, where features are predicted as they unfold in time. The methods studied comprise autoregressive models, N-gram models incorporating a smoothing scheme, and a novel technique based on repetition detection using a self-distance matrix. Furthermore, we propose a method for combining predictors, which relies on a running estimate of the error variance of the predictors to inform a linear weighting of the predictor outputs. Results indicate that incorporating information on long-term structure improves the prediction performance for continuous-valued, sequential musical data. For the Beatles data set, combining the proposed self-distance based predictor with both N-gram and autoregressive methods results in an average of 13% improvement compared to a linear predictive baseline. © 2011 International Society for Music Information Retrieval."
Gunaratna C.; Stoner E.; Menezes R.,Using network sciences to rank musicians and composers in brazilian popular music,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873592265&partnerID=40&md5=1d6fa35c7d0e26ee940c9090ebb054bf,"Gunaratna C., Computer Sciences, Florida Tech, United States; Stoner E., Computer Sciences, Florida Tech, United States; Menezes R., Computer Sciences, Florida Tech, United States",Music fascinates and touches most people. This fascination leads to opinions about the music pieces that reflects people's exposure and personal experience. This inherent bias of people towards music indicates that personal opinion is inappropriate for defining the quality of music and musicians. This paper takes a holistic view of the problem and delves into the understanding of the structure of Brazilian music rooted in Network Sciences. In this paper we work with a large database of albums of Brazilian music and study the structure of collaborations between all the musicians and composers. The collaboration is modelled as a social network of musicians and then analyzed from different perspectives with the goal of describing what we call the structure of that musical genre as well as provide a ranking of musicians and composers. © 2011 International Society for Music Information Retrieval.
Stowell D.; Dixon S.,Mir in school? Lessons from ethnographic observation of secondary school music classes,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873585522&partnerID=40&md5=e3a7f71b6dbef4a160c582cc753eea1c,"Stowell D., Centre for Digital Music, Queen Mary University of London, United Kingdom; Dixon S., Centre for Digital Music, Queen Mary University of London, United Kingdom","To help maximise the usefulness of MIR technologies in the wider community, we conducted an ethnographic study of music lessons in secondary schools in London, UK. The purpose is to understand better how musical concepts are negotiated with and without technology, so we can understand when and how MIR tools might be useful. We report on some of the themes uncovered, both about the range of technologies deployed in schools and about the ways different musical concepts are discussed. Importantly, this rich observation elicits some of the nuances between various highand low-technologies. In particular, we discuss issues of multimodality and the role of technologies such as Youtube, as well as specific issues around musical concepts such as genre and rhythm. © 2011 International Society for Music Information Retrieval."
Weigl D.M.; Guastavino C.,User studies in the music information retrieval literature,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873433514&partnerID=40&md5=7db322a247f520c389d3d5ede988ff62,"Weigl D.M., School of Information Studies, McGill University, Montreal QC, Canada; Guastavino C., School of Information Studies, McGill University, Montreal QC, Canada","This paper presents an overview of user studies in the Music Information Retrieval (MIR) literature. A focus on the user has repeatedly been identified as a key requirement for future MIR research; yet empirical user studies have been relatively sparse in the literature, the overwhelming research attention in MIR remaining systems-focused. We present research topics, methodologies, and design implications covered in the user studies conducted thus far. © 2011 International Society for Music Information Retrieval."
Burgoyne J.A.; Wild J.; Fujinaga I.,An expert ground-truth set for audio chord recognition and music analysis,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873572845&partnerID=40&md5=f33417e99e623642b55ece9762284ed3,"Burgoyne J.A., Centre for Interdisciplinary Research in Music Media and Technology, McGill University, Montréal, QC, Canada; Wild J., Centre for Interdisciplinary Research in Music Media and Technology, McGill University, Montréal, QC, Canada; Fujinaga I., Centre for Interdisciplinary Research in Music Media and Technology, McGill University, Montréal, QC, Canada","Audio chord recognition has attracted much interest in recent years, but a severe lack of reliable training data-both in terms of quantity and range of sampling-has hindered progress. Working with a team of trained jazz musicians, we have collected time-aligned transcriptions of the harmony in more than a thousand songs selected randomly from the Billboard ""Hot 100"" chart in the United States between 1958 and 1991. These transcriptions contain complete information about upper extensions and alterations as well as information about meter, phrase, and larger musical structure. We expect that these transcriptions will enable significant advances in the quality of training for audio-chord-recognition algorithms, and furthermore, because of an innovative sampling methodology, the data are usable as they stand for computational musicology. The paper includes some summary figures and statistics to help readers understand the scope of the data as well as information for obtaining the transcriptions for their own research. © 2011 International Society for Music Information Retrieval."
Six J.; Cornelis O.,Tarsos - A platform to explore pitch scales in non-western and western music,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871334099&partnerID=40&md5=d3d11dbbff6589476bd5d05ac897589e,"Six J., Royal Academy of Fine Arts and Royal Conservatory, University College Ghent, Belgium; Cornelis O., Royal Academy of Fine Arts and Royal Conservatory, University College Ghent, Belgium","This paper presents Tarsos 1 , a modular software platform to extract and analyze pitch and scale organization in music, especially geared towards the analysis of non-Western music. Tarsos aims to be a user-friendly, graphical tool to explore tone scales and pitch organization in music of the world. With Tarsos pitch annotations are extracted from an audio signal that are then processed to form musicologically meaningful representations. These representations cover more than the typicalWestern 12 pitch classes, since a fine-grained resolution of 1200 cents is used. Both scales with and without octave equivalence can be displayed graphically. The Tarsos API 2 creates opportunities to analyse large sets of - ethnic - music automatically. The graphical user interface can be used for detailed, manually adjusted analysis of specific songs. Several output modalities make Tarsos an interesting tool for musicological analysis, educational purposes and even for artistic productions. © 2011 International Society for Music Information Retrieval."
