conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
52,Ke Chen;Cheng-i Wang;Taylor Berg-Kirkpatrick;Shlomo Dubnov,Music SketchNet: Controllable music generation via factorized representations of pitch and rhythm,2020,https://doi.org/10.5281/zenodo.4245372,"Ke Chen+CREL>USA>facility|UC San Diego>USA>education;Cheng-i Wang+Smule, Inc>USA>company;Taylor Berg-Kirkpatrick+UC San Diego>USA>education;Shlomo Dubnov+CREL>USA>facility|UC San Diego>USA>education","Drawing an analogy with automatic image completion systems, we propose Music SketchNet, a neural network framework that allows users to specify partial musical ideas guiding automatic music generation. We focus on generating the missing measures in incomplete monophonic musical pieces, conditioned on surrounding context, and optionally guided by user-specified pitch and rhythm snippets. First, we introduce SketchVAE, a novel variational autoencoder that explicitly factorizes rhythm and pitch contour to form the basis of our proposed model. Then we introduce two discriminative architectures, SketchInpainter and SketchConnector, that in conjunction perform the guided music completion, filling in representations for the missing measures conditioned on surrounding context and user-specified snippets. We evaluate SketchNet on a standard dataset of Irish folk music and compare with models from recent works. When used for music completion, our approach outperforms the state-of-the-art both in terms of objective metrics and subjective listening tests. Finally, we demonstrate that our model can successfully incorporate user-specified snippets during the generation process.",USA,facility,Developed economies,"[25.892523, 8.092523]","[-46.02929, -6.2666492]","[6.1684656, -9.450831, -14.324374]","[-19.546225, -12.610315, -12.91969]","[10.7672825, 7.756316]","[9.848129, 4.389945]","[13.831932, 8.80931, 0.81015116]","[9.733413, 5.6297874, 8.433253]"
53,Jin Ha Lee;Anh Thu Nguyen,How music fans shape commercial music services: A case study of BTS and ARMY,2020,https://doi.org/10.5281/zenodo.4245564,Jin Ha Lee+University of Washington>USA>education;Anh Thu Nguyen+University of Washington>USA>education,"Much of the existing research on user aspects in the music information retrieval field tends to focus on general user needs or behavior related to music information seeking, music listening and sharing, or other use of commercial music services. However, we have a limited understanding of the personal and social contexts of music fans who enthusiastically support musicians and are often avid users of commercial music services. In this study, we aim to better understand the contextual complexities surrounding music fans through a case study of the group BTS and its fan community, ARMY. In particular, we are interested in discovering factors that influence the interactions of music fans with music services, especially in the current environment where the prevalence of social media and other tools/technologies influences musical enjoyment. Through virtual ethnography and content analysis, we identified four factors that affect music fans' interactions with commercial music services: 1) perception of music genres, 2) participatory fandom, 3) desire for agency and transparency, and 4) importance of non-musical factors. The discussion of each aspect is followed by design implications for commercial music services to consider.",USA,education,Developed economies,"[-35.66541, 28.891054]","[38.938164, 30.557116]","[-21.669182, 13.689305, -14.155391]","[13.578054, 15.58833, 18.44424]","[15.803513, 7.087818]","[13.589585, -1.0701112]","[18.18514, 9.473285, -0.20809378]","[14.25946, 4.8759537, 11.268617]"
54,Avriel C Epps-Darling;Henriette Cramer;Romain Takeo Bouyer,Artist gender representation in music streaming,2020,https://doi.org/10.5281/zenodo.4245416,Avriel Epps-Darling+Harvard University>USA>education;Romain Takeo Bouyer+Spotify>USA>company;Henriette Cramer+Spotify>USA>company,"This study examines gender representation in current music streaming, utilizing one of the world's largest streaming services. First, we found listeners generally stream fewer female or mixed-gender creator groups than male artists, with differences per genre. Second, while still relatively low, we found that recommendation-based streaming has a slightly higher proportion of female creators than ""organic"" listening (i.e., tracks that are not recommended by editors or algorithms). Third, we examined streaming data from 200,000 US users to determine the proportion of female artists in organic and recommended streams over a 28-day period and the relationship between recommended streams and users' future organic listening. The proportion of female artists in recommended streaming appears predictive of the proportion of female artists in organic streaming; these effects are moderated by gender and age. Fourth, this study also samples creators across different popularity levels, seeing more female and multi-gender groups at lower levels than in the middle tiers. However, solo female artists are better represented again in the superstars category, suggesting influence of selected superstars and genres. We conclude by discussing potential avenues in algorithmic auditing.",USA,education,Developed economies,"[-35.939274, 34.19372]","[42.983658, 31.53619]","[-27.716785, 12.514939, -14.554569]","[16.715414, 9.761588, 21.983267]","[15.651463, 7.6134152]","[13.469783, -0.578149]","[18.089113, 10.101441, 0.08192876]","[14.239612, 5.266131, 11.548832]"
55,Filip Korzeniowski;Oriol Nieto;Matthew McCallum;Minz Won;Sergio Oramas;Erik Schmidt,Mood classification using listening data,2020,https://doi.org/10.5281/zenodo.4245488,"Filip Korzeniowski+Pandora Media LLC.>USA>company;Oriol Nieto+Pandora Media LLC.>USA>company;Matthew C. McCallum+Pandora Media LLC.>USA>company;Minz Won+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Sergio Oramas+Pandora Media LLC.>USA>company;Erik M. Schmidt+Netflix Inc.>USA>company","The mood of a song is a highly relevant feature for exploration and recommendation in large collections of music. These collections tend to require automatic methods for predicting such moods. In this work, we show that listening-based features outperform content-based ones when classifying moods: embeddings obtained through matrix factorization of listening data appear to be more informative of a track mood than embeddings based on its audio content. To demonstrate this, we compile a subset of the Million Song Dataset, totalling 67k tracks, with expert annotations of 188 different moods collected from AllMusic. Our results on this novel dataset not only expose the limitations of current audio-based models, but also aim to foster further reproducible research on this timely topic",USA,company,Developed economies,"[-51.725777, 31.41373]","[56.980537, 20.607273]","[-6.3116417, 31.747421, -7.1236925]","[15.446357, 18.525562, 5.852457]","[16.221228, 10.311657]","[13.939086, 1.5071254]","[17.548353, 11.853614, 1.9557756]","[14.733971, 5.8137956, 9.860552]"
32,Andrea Vaglio;Romain Hennequin;Manuel Moussallam;Gael Richard;Florence d'Alché-Buc,Multilingual lyrics-to-audio alignment,2020,https://doi.org/10.5281/zenodo.4245484,"Andrea Vaglio+LTCI, Télécom Paris, Institut Polytechnique de Paris>FRA>education|Deezer R&D>FRA>company;Romain Hennequin+LTCI, Télécom Paris, Institut Polytechnique de Paris>FRA>education|Deezer R&D>FRA>company;Manuel Moussallam+LTCI, Télécom Paris, Institut Polytechnique de Paris>FRA>education;Gaël Richard+LTCI, Télécom Paris, Institut Polytechnique de Paris>FRA>education;Florence d’Alché-Buc+LTCI, Télécom Paris, Institut Polytechnique de Paris>FRA>education","Lyrics-to-audio alignment methods have recently reported impressive results, opening the door to practical applications such as karaoke and within song navigation. However, most studies focus on a single language - usually English - for which annotated data are abundant. The question of their ability to generalize to other languages, especially in low (or even zero) training resource scenarios has been so far left unexplored. In this paper, we address the lyrics-to-audio alignment task in a generalized multilingual setup. More precisely, this investigation presents the first (to the best of our knowledge) attempt to create a language-independent lyrics-to-audio alignment system. Building on a RNN model trained with a CTC algorithm, we study the relevance of different intermediate representations, either character or phoneme, along with several strategies to design a training set. The evaluation is conducted on multiple languages with a varying amount of data available, from plenty to zero. Results show that learning from diverse data and using a universal phoneme set as an intermediate representation yield the best generalization performances.",FRA,education,Developed economies,"[-23.828817, -27.698948]","[-14.054232, -36.78352]","[7.4109936, 18.836847, -15.866802]","[5.154692, -4.8838315, -22.17566]","[12.433537, 11.214593]","[8.90658, 2.619319]","[15.469381, 11.701869, 1.936701]","[10.730779, 7.0436273, 8.734777]"
31,Lisa Kawai;Philippe Esling;Tatsuya Harada,Attributes-aware deep music transformation,2020,https://doi.org/10.5281/zenodo.4245520,Lisa Kawai+The University of Tokyo>JPN>education;Philippe Esling+IRCAM>FRA>Unknown;Tatsuya Harada+The University of Tokyo>JPN>education|RIKEN>JPN>facility,"Recent machine learning techniques have enabled a large variety of novel music generation processes. However, most approaches do not provide any form of interpretable control over musical attributes, such as pitch and rhythm. Obtaining control over the generation process is critically important for its use in real-life creative setups. Nevertheless, this problem remains arduous, as there are no known functions nor differentiable approximations to transform symbolic music with control of musical attributes.In this work, we propose a novel method that enables attributes-aware music transformation from any set of musical annotations, without requiring complicated derivative implementation. By relying on an adversarial confusion criterion on given musical annotations, we force the latent space of a generative model to abstract from these features. Then, reintroducing these features as conditioning to the generative function, we obtain a continuous control over them. To demonstrate our approach, we rely on sets of musical attributes computed by the jSymbolic library as annotations and conduct experiments that show that our method outperforms previous methods in control. Finally, comparing correlations between attributes and the transformed results show that our method can provide explicit control over any continuous or discrete annotation.",JPN,education,Developed economies,"[-12.007782, -9.108229]","[-46.944942, -3.6967971]","[3.870197, 11.088436, 8.422822]","[-22.591194, -10.870484, -11.435603]","[11.409374, 8.13096]","[10.1455965, 4.4517345]","[14.918425, 10.7258005, -0.27437198]","[9.877498, 5.37249, 8.5112705]"
30,Yudhik Agrawal;Samyak Jain;Emily Carlson;Petri Toiviainen;Vinoo Alluri,Towards multimodal MIR: Predicting individual differences from music-induced movement,2020,https://doi.org/10.5281/zenodo.4245368,"Yudhik Agrawal+Cognitive Science Lab, International Institute of Information Technology>IND>education;Samyak Jain+Cognitive Science Lab, International Institute of Information Technology>IND>education;Emily Carlson+University of Jyväskylä>FIN>education;Petri Toiviainen+University of Jyväskylä>FIN>education;Vinoo Alluri+Cognitive Science Lab, International Institute of Information Technology>IND>education","As the field of Music Information Retrieval grows, it is important to take into consideration the multi-modality of music and how aspects of musical engagement such as movement and gesture might be taken into account. Bodily movement is universally associated with music and reflective of important individual features related to music preference such as personality, mood, and empathy. Future multimodal MIR systems may benefit from taking these aspects into account. The current study addresses this by identifying individual differences, specifically Big Five personality traits, and scores on the Empathy and Systemizing Quotients (EQ/SQ) from participants' free dance movements. Our model successfully explored the unseen space for personality as well as EQ, SQ, which has not previously been accomplished for the latter. R2 scores for personality, EQ, and SQ were 76.3%, 77.1%, and 86.7% respectively. As a follow-up, we investigated which bodily joints were most important in defining these traits. We discuss how further research may explore how the mapping of these traits to movement patterns can be used to build a more personalized, multi-modal recommendation system, as well as potential therapeutic applications.",IND,education,Developing economies,"[-10.003948, 49.15497]","[6.441454, 42.891426]","[-39.090015, 4.9185743, -6.3416266]","[0.2728597, 19.478956, 17.842068]","[13.239253, 4.451384]","[12.185238, -1.1966451]","[16.243626, 7.021572, -0.07939082]","[12.485968, 4.98295, 10.913175]"
29,Ziyu Wang;Yiyi Zhang;Yixiao Zhang;Junyan Jiang;Ruihan Yang;Gus Xia;Junbo Zhao,PianoTree VAE: Structured representation learning for polyphonic music,2020,https://doi.org/10.5281/zenodo.4245446,Ziyu Wang+Music X Lab>USA>facility|New York University>USA>education;Yiyi Zhang+Center for Data Science>USA>education|New York University>USA>education;Yixiao Zhang+Music X Lab>USA>facility|New York University>USA>education;Junyan Jiang+Music X Lab>USA>facility|New York University>USA>education;Ruihan Yang+Music X Lab>USA>facility|New York University>USA>education;Junbo Zhao (Jake)+Computer Science Department>CHN>education|Zhejiang University>CHN>education;Gus Xia+Music X Lab>USA>facility|New York University>USA>education,"The dominant approach for music representation learning involves the deep unsupervised model family variational autoencoder (VAE). However, most, if not all, viable attempts on this problem have largely been limited to monophonic music. Normally composed of richer modality and more complex musical structures, the polyphonic counterpart has yet to be addressed in the context of music representation learning. In this work, we propose the PianoTree VAE, a novel tree-structure extension upon VAE aiming to fit the polyphonic music learning. The experiments prove the validity of the PianoTree VAE via (i)-semantically meaningful latent code for polyphonic segments; (ii)-more satisfiable reconstruction aside of decent geometry learned in the latent space; (iii)-this model's benefits to the variety of the downstream music generation.",USA,facility,Developed economies,"[16.144403, -0.38000405]","[-47.272118, -6.8746285]","[7.9193745, -7.130927, 1.7845528]","[-23.142504, -14.217554, -13.492168]","[11.396068, 7.847637]","[9.99861, 4.5543003]","[14.71518, 10.225142, -0.218036]","[9.595953, 5.502883, 8.481731]"
5,Michael Krause;Frank Zalkow;Christof Weiss;Meinard Müller,Classifying leitmotifs in recordings of operas by Richard Wagner,2020,https://doi.org/10.5281/zenodo.4245472,Michael Krause+International Audio Laboratories Erlangen>DEU>facility;Frank Zalkow+International Audio Laboratories Erlangen>DEU>facility;Julia Zalkow+International Audio Laboratories Erlangen>DEU>facility;Christof Weiß+International Audio Laboratories Erlangen>DEU>facility;Meinard Müller+International Audio Laboratories Erlangen>DEU>facility,"From the 19th century on, several composers of Western opera made use of leitmotifs (short musical ideas referring to semantic entities such as characters, places, items, or feelings) for guiding the audience through the plot and illustrating the events on stage. A prime example of this compositional technique is Richard Wagner's four-opera cycle Der Ring des Nibelungen. Across its different occurrences in the score, a leitmotif may undergo considerable musical variations. The concrete leitmotif instances in an audio recording are subject to acoustic variability. Our paper approaches the task of classifying such leitmotif instances in audio recordings. As our main contribution, we conduct a case study on a dataset covering 16 recorded performances of the Ring with annotations of ten central leitmotifs, leading to 2403 occurrences and 38448 instances in total. We build a neural network classification model and evaluate its ability to generalize across different performances and leitmotif occurrences. Our findings demonstrate the possibilities and limitations of leitmotif classification in audio recordings and pave the way towards the fully automated detection of leitmotifs in music recordings.",DEU,facility,Developed economies,"[3.9570901, 26.581644]","[-18.426868, 17.137718]","[-13.614508, -20.955053, -2.126428]","[-16.005102, 1.8863137, 8.322938]","[12.574539, 6.2732687]","[8.928186, 0.8925283]","[15.853992, 8.892206, -0.5994669]","[10.85716, 7.1540055, 11.163315]"
6,Timothy Tsai;Kevin Ji,Composer style classification of piano sheet music images using language model pretraining,2020,https://doi.org/10.5281/zenodo.4245398,TJ Tsai+Harvey Mudd College>USA>education;Kevin Ji+Harvey Mudd College>USA>education,"This paper studies composer style classification of piano sheet music images.  Previous approaches to the composer classification task have been limited by a scarcity of data.  We address this issue in two ways: (1) we recast the problem to be based on raw sheet music images rather than a symbolic music format, and (2) we propose an approach that can be trained on unlabeled data.  Our approach first converts the sheet music image into a sequence of musical ``words"" based on the bootleg feature representation, and then feeds the sequence into a text classifier.  We show that it is possible to significantly improve classifier performance by first training a language model on a set of unlabeled data, initializing the classifier with the pretrained language model weights, and then finetuning the classifier on a small amount of labeled data.  We train AWD-LSTM, GPT-2, and RoBERTa language models on all piano sheet music images in IMSLP.  We find that transformer-based architectures outperform CNN and LSTM models, and pretraining boosts classification accuracy for the GPT-2 model from 46% to 70% on a 9-way classification task.  The trained model can also be used as a feature extractor that projects piano sheet music into a feature space that characterizes compositional style.",USA,education,Developed economies,"[-16.824001, -17.001657]","[-44.335487, -17.231716]","[4.287964, 17.963884, 17.468075]","[-11.656689, 10.840465, -17.79936]","[10.522424, 6.8313384]","[9.413198, 2.6932058]","[14.214797, 9.182924, -1.0054986]","[9.955875, 6.472153, 9.51233]"
7,Frank Zalkow;Meinard Müller,Using weakly aligned score–audio pairs to train deep chroma models for cross-modal music retrieval,2020,https://doi.org/10.5281/zenodo.4245400,Frank Zalkow+International Audio Laboratories Erlangen>DEU>facility;Meinard Müller+International Audio Laboratories Erlangen>DEU>facility,"Many music information retrieval tasks involve the comparison of a symbolic score representation with an audio recording. A typical strategy is to compare score–audio pairs based on a common mid-level representation, such as chroma features. Several recent studies demonstrated the effectiveness of deep learning models that learn task-specific mid-level representations from temporally aligned training pairs. However, in practice, there is often a lack of strongly aligned training data, in particular for real-world scenarios. In our study, we use weakly aligned score–audio pairs for training, where only the beginning and end of a score excerpt is annotated in an audio recording, without aligned correspondences in between. To exploit such weakly aligned data, we employ the Connectionist Temporal Classification (CTC) loss to train a deep learning model for computing an enhanced chroma representation. We then apply this model to a cross-modal retrieval task, where we aim at finding relevant audio recordings of Western classical music, given a short monophonic musical theme in symbolic notation as a query. We present systematic experiments that show the effectiveness of the CTC-based model for this theme-based retrieval task.",DEU,facility,Developed economies,"[-22.803877, 7.470426]","[-36.998207, -18.819187]","[-10.179548, -4.537261, 0.05926317]","[-3.7570226, 3.4035547, -16.485897]","[13.694627, 7.1947384]","[9.760754, 3.1117418]","[16.523497, 10.117621, -1.0446527]","[9.899194, 6.548224, 8.713707]"
8,Daniel Yang;Timothy Tsai,Camera-based piano sheet music identification,2020,https://doi.org/10.5281/zenodo.4245476,Daniel Yang+Harvey Mudd College>USA>education;TJ Tsai+Harvey Mudd College>USA>education,"This paper presents a method for large-scale retrieval of piano sheet music images.  Our work differs from previous studies on sheet music retrieval in two ways.  First, we investigate the problem at a much larger scale than previous studies, using all solo piano sheet music images in the entire IMSLP dataset as a searchable database.  Second, we use cell phone images of sheet music as our input queries, which lends itself to a practical, user-facing application.  We show that a previously proposed fingerprinting method for sheet music retrieval is far too slow for a real-time application, and we diagnose its shortcomings.  We propose a novel hashing scheme called dynamic n-gram fingerprinting that significantly reduces runtime while simultaneously boosting retrieval accuracy.  In experiments on IMSLP data, our proposed method achieves a mean reciprocal rank of 0.85 and an average runtime of 0.98 seconds per query.",USA,education,Developed economies,"[-17.033266, -19.764406]","[21.231438, 10.3471155]","[-6.508983, -20.618637, 0.47595635]","[19.536547, -12.045029, -2.0836859]","[10.557054, 6.3453608]","[9.553432, -1.8987417]","[14.385315, 8.935734, -1.180432]","[11.493351, 6.0659337, 12.698464]"
9,Louis Spinelli;Josephine Lau;Jin Ha Lee,User perceptions underlying social music behavior,2020,https://doi.org/10.5281/zenodo.4245474,Louis Spinelli+University of Washington>USA>education;Josephine Lau+University of Washington>USA>education;Jin Ha Lee+University of Washington>USA>education,"While prior studies investigating the social aspects of music provide a landscape of users' various social behaviors around commercial music services (CMS), there remains a lack in understanding of users' perceptions and value judgments underlying these behaviors. Specifically, there is more to learn about what influences and behaviors individual music users perceive as meaningful in social contexts. We used the Q methodology to explore which behaviors and influences are important to CMS users and why. We extracted two factors that explain the two different viewpoints shared by groups of music users, focusing on how they perceive the meaning and value of different social music behavior and interactions. From these findings, we then revise an existing social music coding dictionary and interaction model and offer new CMS design insights.",USA,education,Developed economies,"[-37.72691, 26.997948]","[38.460922, 31.23459]","[-18.13437, 16.211138, -13.368166]","[12.3247, 15.229101, 19.670218]","[15.852668, 7.2816844]","[13.580466, -1.1088842]","[18.135744, 9.607416, 0.22722083]","[14.165402, 4.7846074, 11.239206]"
10,Yuchen Yuan;Sho Oishi;Charles Cronin;Daniel Müllensiefen;Quentin Atkinson;Shinya Fujii;Patrick E. Savage,Perceptual vs. automated judgements of music copyright infringement,2020,https://doi.org/10.5281/zenodo.4245364,"Yuchen Yuan+Keio University>JPN>education;Sho Oishi+Keio University>JPN>education;Charles Cronin+George Washington University Law School>USA>education;Daniel Müllensiefen+Goldsmiths, University of London>GBR>education;Quentin Atkinson+University of Auckland>NZL>education;Shinya Fujii+Keio University>JPN>education;Patrick E. Savage+Keio University>JPN>education","Music copyright lawsuits often result in multimillion dollar damage awards or settlements, yet there are few objective guidelines for applying copyright law in in-fringement claims involving musical works. Recent re-search has attempted to develop objective methods based on automated similarity algorithms, but there remains almost no data on the role of perceived similarity in mu-sic copyright decisions despite its crucial role in copy-right law. We collected perceptual data from 20 partici-pants for 17 adjudicated copyright cases from the USA and Japan after editing the disputed sections to contain either full audio, melody only, or lyrics only. Due to the historical emphasis in legal opinions on melody as the key criterion for deciding infringement, we predicted that listening to melody-only versions would result in percep-tual judgements that more closely matched actual past legal decisions. Surprisingly, however, we found no sig-nificant differences between the three conditions, with participants matching past decisions in between 50-60% of cases in all three conditions. Automated algorithms designed to calculate melodic and audio similarity pro-duced comparable results: both algorithms were able to match past decisions with identical accuracy of 71% (12/17 cases). Analysis of cases that were difficult to classify suggests that melody, lyrics, and other factors sometimes interact in complex ways difficult to capture using quantitative metrics. We propose directions for fur-ther investigation of the role of similarity in music copy-right law using larger and more diverse samples of cases and enhanced methods, and adapting our perceptual ex-periment method to avoid relying for ground truth data only on court decisions (which may be subject to selec-tion bias). Our results contribute to important practical debates, such as whether jury members should be allowed to listen to full audio recordings during copyright cases.",JPN,education,Developed economies,"[-7.162841, 7.8513947]","[17.058052, -0.6498037]","[-5.0558934, 10.752164, -10.320974]","[18.130728, -9.304771, 10.543125]","[13.61325, 8.694592]","[10.459734, -0.044028256]","[16.556133, 9.81174, 0.733718]","[12.697744, 7.4301014, 12.232074]"
11,Claire Savard;Erin H Bugbee;Melissa R McGuirl;Katherine M. Kinnaird,SuPP & MaPP: Adaptable structure-based representations for MIR tasks,2020,https://doi.org/10.5281/zenodo.4245438,Claire Savard+University of Colorado-Boulder>USA>education;Erin H. Bugbee+Brown University>USA>education;Melissa R. McGuirl+Brown University>USA>education;Katherine M. Kinnaird+Smith College>USA>education,"Accurate and flexible representations of music data are paramount to addressing MIR tasks, yet many of the existing approaches are difficult to interpret or rigid in nature. This work introduces two new song representations for structure-based retrieval methods: Surface Pattern Preservation (SuPP), a continuous song representation, and Matrix Pattern Preservation (MaPP), SuPP's discrete counterpart. These representations come equipped with several user-defined parameters so that they are adaptable for a range of MIR tasks. Experimental results show MaPP as successful in addressing the cover song task on a set of Mazurka scores, with a mean precision of 0.965 and recall of 0.776. SuPP and MaPP also show promise in other MIR applications, such as novel-segment detection and genre classification, the latter of which demonstrates their suitability as inputs for machine learning problems.",USA,education,Developed economies,"[-6.6306105, 52.80449]","[6.734936, 15.072588]","[-41.371178, 0.7840839, 0.47582355]","[-3.7772088, 20.883478, 8.9731865]","[13.370473, 3.7122934]","[9.832591, -0.24324791]","[16.397474, 6.26615, -0.28599516]","[10.954778, 5.870313, 10.707824]"
12,Yaolong Ju;Sylvain Margot;Cory McKay;Luke Dahn;Ichiro Fujinaga,Automatic figured bass annotation using the new bach chorales figured bass dataset,2020,https://doi.org/10.5281/zenodo.4245512,Yaolong Ju+McGill University>CAN>education;Sylvain Margot+McGill University>CAN>education;Cory McKay+Marianopolis College>CAN>education;Luke Dahn+The University of Utah>USA>education;Ichiro Fujinaga+McGill University>CAN>education,"This paper focuses on the computational study of figured bass, which remains an under-researched topic in MIR, likely due to a lack of machine-readable datasets. First, we introduce the Bach Chorales Figured Bass dataset (BCFB), a collection of 139 chorales composed by Johann Sebastian Bach that includes both the original music and figured bass annotations encoded in MusicXML, **kern, and MEI formats. We also present a comparative study on automatic figured bass annotation using both rule-based and machine learning approaches, which respectively achieved classification accuracies of 85.3% and 85.9% on BCFB. Finally, we discuss promising areas for MIR research involving figured bass, including automatic harmonic analysis.",CAN,education,Developed economies,"[16.171461, 5.0057817]","[-10.811229, 7.7106304]","[14.436613, -5.6832232, -17.171408]","[-3.627788, 15.37462, -1.0154475]","[11.084503, 8.595677]","[9.531296, 0.5524576]","[14.657541, 9.823048, 0.2027181]","[10.794755, 6.465183, 10.436787]"
13,Phillip B Kirlin,A corpus-based analysis of syncopated patterns in ragtime,2020,https://doi.org/10.5281/zenodo.4245514,Phillip B. Kirlin+Rhodes College>USA>education,"In this paper, we build on and extend a number of previous studies of rhythmic patterns that occur in ragtime music.  All of these studies have used the RAG-C dataset of approximately 11,000 symbolically-encoded ragtime pieces to identify salient rhythmic patterns in the corpus and  qualify how they are used.  Ragtime music is distinguished from other musical genres by frequent use of syncopation, and previous computational studies have confirmed a number of musicological hypotheses regarding the use of syncopated patterns in ragtime compositions.  In this work, we extend these studies to investigate further questions involving the use of syncopation.  Specifically, we introduce a new methodological framework for processing the RAG-C dataset and confirm that experiments from previous studies obtain similar results using the new methodology.  We investigate the use of the common ``short-long-short'' syncopated pattern in different time periods and present new results detailing its use by three well-known ragtime composers.  We describe how the use of other syncopated patterns has evolved over time and the different distributions of patterns that result from those changes.  Lastly, we present novel results identifying statistically significant patterns in the way composers varied the amount of syncopation in consecutive measures in compositions.",USA,education,Developed economies,"[30.330843, 27.009726]","[-6.919704, 9.168684]","[8.621208, 9.042378, 20.849756]","[-8.04093, -6.4414196, 6.3690734]","[11.98875, 4.8538375]","[7.852366, -0.6746141]","[14.285895, 7.2717237, -0.22581981]","[9.521909, 7.06346, 11.9672]"
14,Florian Thalmann;Kazuyoshi Yoshii;Thomas Wilmering;Wiggins Geraint;Mark B. Sandler,A method for analysis of shared structure in large music collections using techniques from genetic sequencing and graph theory,2020,https://doi.org/10.5281/zenodo.4245440,Florian Thalmann+Kyoto University>JPN>education;Kazuyoshi Yoshii+Kyoto University>JPN>education;Thomas Wilmering+Queen Mary University of London>GBR>education;Geraint A. Wiggins+Vrije Universiteit Brussel>BEL>education;Mark B. Sandler+Queen Mary University of London>GBR>education,"While common approaches to automatic structural analysis of music typically focus on individual audio files, our approach collates audio features of large sets of related files in order to find a shared musical temporal structure. The content of each individual file and the differences between them can then be described in relation to this shared structure. We first construct a large similarity graph of temporal segments, such as beats or bars, based on self-alignments and selected pair-wise alignments between the given input files. Part of this graph is then partitioned into groups of corresponding segments using multiple sequence alignment. This partitioned graph is searched for recurring sections which can be organized hierarchically based on their co-occurrence. We apply our approach to discover shared harmonic structure in a dataset containing a large number of different live performances of a number of songs. Our evaluation shows that using the joint information from a number of files has the advantage of evening out the noisiness or inaccuracy of the underlying feature data and leads to a robust estimate of shared musical material.",JPN,education,Developed economies,"[-3.6853638, -2.0265987]","[6.5923715, -18.025976]","[0.23625012, 1.885456, 2.662564]","[6.501544, -14.111245, -3.5162904]","[12.527278, 7.8346677]","[8.410593, 1.2253816]","[15.35378, 9.85581, -0.7782035]","[11.376893, 7.9519706, 11.293749]"
15,Woosung Choi;Minseok Kim;Jaehwa Chung;Daewon Lee;Soonyoung Jung,Investigating U-Nets with various intermediate blocks for spectrogram-based singing voice separation,2020,https://doi.org/10.5281/zenodo.4245404,Woosung Choi+Korea University>KOR>education;Minseok Kim+Korea University>KOR>education;Jaehwa Chung+Korea National Open University>KOR>education;Daewon Lee+Seokyeong University>KOR>education;Soonyoung Jung+Korea University>KOR>education,"Singing Voice Separation (SVS) tries to separate singing voice from a given mixed musical signal. Recently, many U-Net-based models have been proposed for the SVS task, but there were no existing works that evaluate and compare various types of intermediate blocks that can be used in the U-Net architecture. In this paper, we introduce a variety of intermediate spectrogram transformation blocks. We implement U-nets based on these blocks and train them on complex-valued spectrograms to consider both magnitude and phase. These networks are then compared on the SDR metric. When using a particular block composed of convolutional and fully-connected layers, it achieves state-of-the-art SDR on the MUSDB singing voice separation task by a large margin of 0.9 dB. Our code and models are available online.",KOR,education,Developing economies,"[52.71271, -4.8136187]","[-38.11148, -36.02717]","[31.711893, 4.3345037, 0.2877423]","[-10.069906, -0.07346255, -29.5611]","[10.143234, 10.598988]","[7.9290886, 4.040457]","[13.57829, 11.790741, 1.1081637]","[9.891872, 8.182478, 8.2783165]"
56,Chang-Bin Jeon;Hyeong-Seok Choi;Kyogu Lee,Exploring aligned lyrics-informed singing voice separation,2020,https://doi.org/10.5281/zenodo.4245526,Chang-Bin Jeon+Seoul National University>KOR>education;Hyeong-Seok Choi+Seoul National University>KOR>education;Kyogu Lee+Seoul National University>KOR>education,"In this paper, we propose a method of utilizing aligned lyrics as additional information to improve the performance of singing voice separation. We have combined the highway network-based lyrics encoder into Open-unmix separation network and show that the model trained with the aligned lyrics indeed results in a better performance than the model that was not informed. The question now remains whether the increase of performance is actually due to the phonetic contents that lie in the informed aligned lyrics or not. To this end, we investigated the source of performance increase in multifaceted ways by observing the change of performance when incorrect lyrics were given to the model. Experiment results show that the model can use not only just vocal activity information but also the phonetic contents from the aligned lyrics.",KOR,education,Developing economies,"[51.504562, -6.925828]","[-33.585873, -34.480972]","[33.685173, 6.6006393, -2.8483915]","[-7.0006843, -3.2424045, -27.232874]","[10.386908, 10.762596]","[7.990876, 3.6245759]","[13.877709, 11.806998, 1.2426099]","[10.113874, 8.052829, 8.516657]"
